brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
Mazda,Mazda5,2015,"$9,999.00 ",Red,"GS,Touring ,WGN",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=JM1CW2CL2F0186419,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Ram,1500,2016,"$24,995.00 ",Black,4x4,Used,Pickup Truck,4 x 4,Automatic,Gasoline,"79,716",https://www.carproof.com/order?ref=kijiji&vin=null,"2115 Lawrence Ave E, Scarborough, ON, M1R 2Z8"
Hyundai,Santa Fe,2019,"$36,535.00 ",Black,Preferred,New,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,na,na,"5515 Ambler Drive, Mississauga, ON, L4W 4N3"
Chevrolet,Cruze,2013,"$8,888.00 ",White,LT-AUTO-LOW LOW KM'S!!!!!,Used,Sedan,Other,Automatic,na,"76,099",https://www.carproof.com/order?ref=kijiji&vin=null,"1882 Lawrence Avenue East, Scarborough, ON, M1R 2Y5"
Lexus,ES,2015,"$23,999.00 ",Grey,"Lexus ES 300hybrid,NAVI.,SUNROOF,LEATHER",Used,Sedan,Front-wheel drive (FWD),Automatic,Hybrid-Electric,"145,500",https://www.carproof.com/order?ref=kijiji&vin=JTHBW1GG2F2077903,"1380 Cardiff Boulevard, Unit 8, Mississauga, ON, L5S 1P9"
Jeep,Cherokee,2016,"$16,950.00 ",Black,NORTH 4X4,Used,"SUV, Crossover",Other,Automatic,na,"136,000",https://reports.carproof.com/en/main?id=NejKQSyJZAtMNxGM9zOFDQJ5 Rsc/Vwd&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Nissan,Rogue,2016,"$23,998.00 ",Blue,SL Premium - 360 CAMERA|NAVI|SUNROOF|HEATED SEATS|,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"40,373",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MV9GC735335,"4611 Highway 7, Markham, ON, L3R 1M6"
Honda,Civic,2009,"$5,500.00 ",Black,na,Used,Coupe (2 door),na,Manual,na,"187,000",https://www.carproof.com/order?ref=kijiji&vin=null,"72 Lakeview Ct, Orangeville, ON L9W 4P2, Canada"
Ford,Fiesta,2014,"$6,899.00 ",Silver,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,216",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1G 3T7"
Infiniti,QX60,2014,"$20,999.00 ",Grey,NAVIGATION-360 DEGREE CAMERA-ONLY 104KM,Used,"SUV, Crossover",All-wheel drive (AWD),Other,Gasoline,"92,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AL0MM0EC549482,"301 Weston Road, Toronto, ON, M6N3P1"
Audi,A4,2012,"$9,500.00 ",Black,"2.0T Premium,",Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=WAUBFAFL7CN004405,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Chevrolet,Cobalt,2010,"$3,899.00 ",Black,LT w/1SB,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Gasoline,"150,553",https://www.carproof.com/order?ref=kijiji&vin=1G1AE1F55A7202588,"Scarborough, ON M1B 5H2"
Ford,Focus,2015,"$12,500.00 ",Silver,SE,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"48,000",https://www.carproof.com/order?ref=kijiji&vin=1FADP3K24FL303129,"Toronto, ON M6H 4A9"
Hyundai,Sonata,2014,"$7,999.00 ",Blue,"GLS,2.4L",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"165,000",https://www.carproof.com/order?ref=kijiji&vin=5NPEB4AC6EH817824,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Mazda,Mazda5,2015,"$9,999.00 ",Red,"GS,Touring ,WGN",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=JM1CW2CL2F0186419,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Subaru,Impreza,2008,"$4,900.00 ",Grey,2.5i,Used,Sedan,All-wheel drive (AWD),Manual,na,"189,000",https://www.carproof.com/order?ref=kijiji&vin=JF1GH61638G832051,"44 St Regis Crescent, Toronto, ON, M3J1Y5"
Ford,Escape,2014,"$13,999.00 ",Grey,"SE MODEL, REARVIEW CAMERA, 1.6 L ECO, HEATED SEATS",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"86,128",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX5EUE43003,"3675 Keele Street, Toronto, ON, M3J 1M6"
Chevrolet,Silverado 1500,2018,"$52,418.00 ",Grey,LTZ,New,Pickup Truck,4 x 4,Automatic,Hybrid-Electric,na,na,"1875 Saint Joseph Boulevard, Ottawa, ON, K1C 7J2"
Porsche,Cayenne,2013,"$53,988.00 ",White,GTS/NAV/PORSCHE ENTRY&DRIVE/LANE CHANGE ASSIST,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"69,000",https://www.carproof.com/order?ref=kijiji&vin=null,"46 Milvan Drive, Toronto, ON, M9L 1Z3"
Nissan,Sentra,2015,"$13,999.00 ",White,"SL MODEL, LEATHER SEATS, SUNROOF, NAVIGATION",Used,Sedan,Front-wheel drive (FWD),Other,Gasoline,"75,203",https://www.carproof.com/order?ref=kijiji&vin=3N1AB7AP7FL649442,"3675 Keele Street, Toronto, ON, M3J 1M6"
Maserati,Other,2015,"$56,888.00 ",Black,S Q4|NAVI|BACK-UP|CARBON FIBER,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"33,000",https://www.carproof.com/order?ref=kijiji&vin=ZAM57RTA1F1151177,"150 Deerhide Crescent, North York, ON, M9M 2Y6"
Nissan,Rogue,2016,"$23,998.00 ",Blue,SL Premium - 360 CAMERA|NAVI|SUNROOF|HEATED SEATS|,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"40,373",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MV9GC735335,"4611 Highway 7, Markham, ON, L3R 1M6"
Honda,Civic,2009,"$5,500.00 ",Black,na,Used,Coupe (2 door),na,Manual,na,"187,000",https://www.carproof.com/order?ref=kijiji&vin=null,"72 Lakeview Ct, Orangeville, ON L9W 4P2, Canada"
Ford,Fiesta,2014,"$6,899.00 ",Silver,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,216",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1G 3T7"
Infiniti,QX60,2014,"$20,999.00 ",Grey,NAVIGATION-360 DEGREE CAMERA-ONLY 104KM,Used,"SUV, Crossover",All-wheel drive (AWD),Other,Gasoline,"92,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AL0MM0EC549482,"301 Weston Road, Toronto, ON, M6N3P1"
Audi,A4,2012,"$9,500.00 ",Black,"2.0T Premium,",Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=WAUBFAFL7CN004405,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Chevrolet,Cobalt,2010,"$3,899.00 ",Black,LT w/1SB,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Gasoline,"150,553",https://www.carproof.com/order?ref=kijiji&vin=1G1AE1F55A7202588,"Scarborough, ON M1B 5H2"
Ford,Focus,2015,"$12,500.00 ",Silver,SE,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"48,000",https://www.carproof.com/order?ref=kijiji&vin=1FADP3K24FL303129,"Toronto, ON M6H 4A9"
Hyundai,Sonata,2014,"$7,999.00 ",Blue,"GLS,2.4L",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"165,000",https://www.carproof.com/order?ref=kijiji&vin=5NPEB4AC6EH817824,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Mazda,Mazda5,2015,"$9,999.00 ",Red,"GS,Touring ,WGN",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=JM1CW2CL2F0186419,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Infiniti,Other,2013,"$17,980.00 ",Black,"AWD,7 Pass.,Navi,Camera,Bluetooth,Leather,Sunroof",Used,"SUV, Crossover",All-wheel drive (AWD),Other,na,"161,531",https://www.carproof.com/order?ref=kijiji&vin=5N1AL0MM7DC322983,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
Toyota,Sienna,2011,"$13,742.00 ",Other,LE,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"143,239",https://www.carproof.com/order?ref=kijiji&vin=5TDKK3DC2BS061780,"2595 Saint Clair Avenue West, Toronto, ON, M6N 4Z5"
Mercedes-Benz,E-Class,2016,"$38,800.00 ",Other,"E250 BlueTEC 4MATIC,",Used,Sedan,All-wheel drive (AWD),Automatic,na,"58,208",https://www.carproof.com/order?ref=kijiji&vin=WDDHF9HBXGB183195,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Nissan,Sentra,2005,"$1,800.00 ",Black,na,Used,Other,Other,Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1J 3L6"
Nissan,Rogue,2016,"$23,998.00 ",Blue,SL Premium - 360 CAMERA|NAVI|SUNROOF|HEATED SEATS|,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"40,373",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MV9GC735335,"4611 Highway 7, Markham, ON, L3R 1M6"
Honda,Civic,2009,"$5,500.00 ",Black,na,Used,Coupe (2 door),na,Manual,na,"187,000",https://www.carproof.com/order?ref=kijiji&vin=null,"72 Lakeview Ct, Orangeville, ON L9W 4P2, Canada"
Ford,Fiesta,2014,"$6,899.00 ",Silver,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,216",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1G 3T7"
Infiniti,QX60,2014,"$20,999.00 ",Grey,NAVIGATION-360 DEGREE CAMERA-ONLY 104KM,Used,"SUV, Crossover",All-wheel drive (AWD),Other,Gasoline,"92,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AL0MM0EC549482,"301 Weston Road, Toronto, ON, M6N3P1"
Audi,A4,2012,"$9,500.00 ",Black,"2.0T Premium,",Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=WAUBFAFL7CN004405,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Chevrolet,Cobalt,2010,"$3,899.00 ",Black,LT w/1SB,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Gasoline,"150,553",https://www.carproof.com/order?ref=kijiji&vin=1G1AE1F55A7202588,"Scarborough, ON M1B 5H2"
Ford,Focus,2015,"$12,500.00 ",Silver,SE,Used,Hatchback,Front-wheel drive (FWD),Automatic,Gasoline,"48,000",https://www.carproof.com/order?ref=kijiji&vin=1FADP3K24FL303129,"Toronto, ON M6H 4A9"
Hyundai,Sonata,2014,"$7,999.00 ",Blue,"GLS,2.4L",Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"165,000",https://www.carproof.com/order?ref=kijiji&vin=5NPEB4AC6EH817824,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Hyundai,Santa Fe,2010,"$6,300.00 ",White,GL,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"75,000",https://www.carproof.com/order?ref=kijiji&vin=5NMSG4AG6AH350774,"155 Balliol St, Toronto, ON M4S 1C4, Canada"
Honda,Odyssey,2016,"$29,900.00 ",White,EX-L,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"54,705",https://www.carproof.com/order?ref=kijiji&vin=5FNRL5H61GB500278,"300 Thickson Road South, Whitby, ON, L1N 9Z1"
Lincoln,MKC,2015,"$19,450.00 ",White,NAVIGATION LEATHER PAN SUNROOF BACK UP CAM AWD,Used,Wagon,All-wheel drive (AWD),Automatic,Gasoline,"141,000",https://reports.carproof.com/en/main?id=jb3/2nNr PRe0IAkAjBtqdLxnxnd01wG&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Volkswagen,Jetta,2012,"$10,888.00 ",Tan,HIGHLINE-TDI-LEATHER ROOF,Used,Sedan,Other,Automatic,Diesel,"79,190",https://www.carproof.com/order?ref=kijiji&vin=null,"1882 Lawrence Avenue East, Scarborough, ON, M1R 2Y5"
Jeep,Patriot,2014,"$17,995.00 ",White,"North- 4X4, 2.4L",Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"87,174",https://www.carproof.com/order?ref=kijiji&vin=1C4NJRAB1ED779982,"8050 Dixie Road, Brampton, ON, L6T 4W6"
Nissan,Sentra,2005,"$1,800.00 ",Black,na,Used,Other,Other,Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1J 3L6"
BMW,3-Series,2004,$1.00 ,Grey,Zhp,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=null,"Gormley, ON L4E"
Nissan,Rogue,2016,"$23,998.00 ",Blue,SL Premium - 360 CAMERA|NAVI|SUNROOF|HEATED SEATS|,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"40,373",https://www.carproof.com/order?ref=kijiji&vin=5N1AT2MV9GC735335,"4611 Highway 7, Markham, ON, L3R 1M6"
Honda,Civic,2009,"$5,500.00 ",Black,na,Used,Coupe (2 door),na,Manual,na,"187,000",https://www.carproof.com/order?ref=kijiji&vin=null,"72 Lakeview Ct, Orangeville, ON L9W 4P2, Canada"
Ford,Fiesta,2014,"$6,899.00 ",Silver,SE,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"172,216",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1G 3T7"
Infiniti,QX60,2014,"$20,999.00 ",Grey,NAVIGATION-360 DEGREE CAMERA-ONLY 104KM,Used,"SUV, Crossover",All-wheel drive (AWD),Other,Gasoline,"92,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AL0MM0EC549482,"301 Weston Road, Toronto, ON, M6N3P1"
Audi,A4,2012,"$9,500.00 ",Black,"2.0T Premium,",Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=WAUBFAFL7CN004405,"291 Old Kingston Rd, Scarborough, ON, M1C 1B5"
Chevrolet,Cobalt,2010,"$3,899.00 ",Black,LT w/1SB,Used,Coupe (2 door),Front-wheel drive (FWD),Manual,Gasoline,"150,553",https://www.carproof.com/order?ref=kijiji&vin=1G1AE1F55A7202588,"Scarborough, ON M1B 5H2"
Chevrolet,Camaro,2017,"$31,999.00 ",Red,"Rare 1LE, 2LT, 1 Owner, Accident Free, Leather",Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"18,905",https://www.carproof.com/order?ref=kijiji&vin=1G1FC1RSXH0191250,"2595 Saint Clair Avenue West, Toronto, ON, M6N 4Z5"
Lexus,Other,2016,"$35,688.00 ",Black,F-Sport Series 1 Navigation Backup CAM Sunroof,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"51,304",https://reports.carproof.com/en/main?id=BexNizxdcfhiWlJ8C /1vjdFQbX2NRB/&utm_ref=kijiji,"3120 Steeles Avenue East., Markham, ON, L3R 1G9"
Acura,ILX,2015,"$16,950.00 ",White,DYNAMIC TECH PKG LEATHER SUNROOF NAVI BACK UP CAM,Used,Sedan,Front-wheel drive (FWD),Manual,Gasoline,"87,000",https://reports.carproof.com/en/main?id=S0phcOSH3Dr6xLhKwyhjxCWoI8j8zARw&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
Ford,Escape,2014,"$13,999.00 ",Grey,"SE MODEL, REARVIEW CAMERA, 1.6 L ECO, HEATED SEATS",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"86,128",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX5EUE43003,"3675 Keele Street, Toronto, ON, M3J 1M6"
Maserati,Quattroporte,2010,"$37,800.00 ",Black,"S 4.7, 425HP, NAVI,",Used,Sedan,Rear-wheel drive (RWD),Automatic,na,"92,478",https://www.carproof.com/order?ref=kijiji&vin=ZAM39JKA2A0050684,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X6,2009,"$23,800.00 ",White,"xDrive50i 400HP, NAV",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"158,700",https://www.carproof.com/order?ref=kijiji&vin=5UXFG83569LZ92974,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X5,2014,"$33,800.00 ",Other,"xDrive 35i M-SPORT,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"138,762",https://www.carproof.com/order?ref=kijiji&vin=5UXKR0C57E0K43851,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Land Rover,LR4,2014,"$42,499.00 ",Black,"HSE LUXURY, 7 PASSEN",Used,"SUV, Crossover",4 x 4,Automatic,na,"58,611",https://www.carproof.com/order?ref=kijiji&vin=SALAK2V67EA726925,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,M Roadster & Coupe,1999,"$25,800.00 ",Red,"Z3 M-ROADSTER, 6-SPE",Used,Convertible,Rear-wheel drive (RWD),Manual,na,"62,100",https://www.carproof.com/order?ref=kijiji&vin=WBSCK9336XLC88435,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X5,2015,"$44,800.00 ",Other,"xDrive 35d, M-SPORT,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"59,628",https://www.carproof.com/order?ref=kijiji&vin=5UXKS4C51F0N06820,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Audi,S5,2013,"$39,800.00 ",Black,"4.2 QUATTRO, R-TRONI",Used,Coupe (2 door),All-wheel drive (AWD),Automatic,na,"75,505",https://www.carproof.com/order?ref=kijiji&vin=WUAC6BFR7DA900796,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X5,2012,"$26,800.00 ",Black,"555HP, NAVI, CAM, PA",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"173,229",https://www.carproof.com/order?ref=kijiji&vin=5YMGY0C58CLK27431,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Maserati,Gran Turismo,2009,"$45,800.00 ",Black,"NAVI, PARK SENSE, BO",Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,na,"62,710",https://www.carproof.com/order?ref=kijiji&vin=ZAMGJ45A390045625,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,M-Class,2015,"$31,800.00 ",Other,"ML400 4MATIC, NAVI,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"104,145",https://www.carproof.com/order?ref=kijiji&vin=4JGDA5GB9FA609380,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Land Rover,Other,2014,"$35,800.00 ",Grey,"DYNAMIC, NAVI, PANO,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"71,641",https://www.carproof.com/order?ref=kijiji&vin=SALVT2BG0EH893484,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Land Rover,LR4,2011,"$23,699.00 ",White,"HSE, 7 PASSENGER, NA",Used,"SUV, Crossover",4 x 4,Automatic,na,"115,734",https://www.carproof.com/order?ref=kijiji&vin=SALAK2D41BA593204,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,5-Series,2012,"$18,800.00 ",Black,"535i xDrive, M-SPORT",Used,Sedan,All-wheel drive (AWD),Automatic,na,"152,361",https://www.carproof.com/order?ref=kijiji&vin=WBAFU7C51CDU58560,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Nissan,Sentra,2005,"$1,800.00 ",Black,na,Used,Other,Other,Automatic,Gasoline,"200,000",https://www.carproof.com/order?ref=kijiji&vin=null,"Scarborough, ON M1J 3L6"
BMW,3-Series,2004,$1.00 ,Grey,Zhp,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,N/A,https://www.carproof.com/order?ref=kijiji&vin=null,"Gormley, ON L4E"
Volkswagen,Golf,2012,"$11,780.00 ",Grey,2.0 TDI 2 Years Warranty,Used,Sedan,Front-wheel drive (FWD),Automatic,Diesel,"99,000",https://reports.carproof.com/en/main?id= stRbpunGkyMJIBeG53dXWr9 KUxt7HH&utm_ref=kijiji,"7855 Keele Street, Unit 2, Vaughn, ON, L4K 1Y6"
Honda,Pilot,2018,"$53,900.00 ",Blue,Touring,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"3,300",https://www.carproof.com/order?ref=kijiji&vin=5FNYF6H91JB500212,"300 Thickson Road South, Whitby, ON, L1N 9Z1"
Honda,CR-V,2014,"$14,999.00 ",Black,EX-SUNROOF-BACK UP CAMERA-HEATED SEATS-ONLY 94KM,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"94,000",https://www.carproof.com/order?ref=kijiji&vin=2HKRM3H55EH003693,"301 Weston Road, Toronto, ON, M6N3P1"
Hyundai,Tucson,2009,"$4,999.00 ",Black,"GL, ONE OWNER,NO ACCIDENTS",Used,Wagon,Front-wheel drive (FWD),Manual,Gasoline,"167,000",https://www.carproof.com/order?ref=kijiji&vin=KM8JM12BX9U007553,"4450 Corporate Drive #5, Burlington, ON, L7L 5R3"
Nissan,Pathfinder,2005,"$5,800.00 ",Grey,SE,Used,"SUV, Crossover",4 x 4,Automatic,na,"173,000",https://www.carproof.com/order?ref=kijiji&vin=5N1AR18W55C705189,"2310 Sheppard Avenue West, North York, ON, M9M 1M2"
Porsche,Cayenne,2011,"$23,800.00 ",Silver,"300HP AWD, NAVI, HEA",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"121,100",https://www.carproof.com/order?ref=kijiji&vin=WP1AA2A24BLA03996,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,E-Class,2010,"$18,800.00 ",White,"E550,  NAVI, CAM, PA",Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,na,"118,000",https://www.carproof.com/order?ref=kijiji&vin=WDDKJ7CB1AF026011,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,CL-Class,2018,"$37,800.00 ",White,"CLA250 4MATIC,AMG, P",Used,Sedan,All-wheel drive (AWD),Automatic,na,"19,592",https://www.carproof.com/order?ref=kijiji&vin=WDDSJ4GB2JN550699,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Cadillac,Escalade,2009,"$23,800.00 ",Black,"HYBRID, 8 PASSENGER,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"149,200",https://www.carproof.com/order?ref=kijiji&vin=1GYFK43559R127414,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,CLS-Class,2013,"$33,800.00 ",Silver,"CLS550 4MATIC, AMG S",Used,Sedan,All-wheel drive (AWD),Automatic,na,"89,874",https://www.carproof.com/order?ref=kijiji&vin=WDDLJ9BB6DA067043,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Porsche,Panamera,2013,"$41,800.00 ",Black,"4 AWD, NAVI, SPORT C",Used,Sedan,Rear-wheel drive (RWD),Automatic,na,"90,150",https://www.carproof.com/order?ref=kijiji&vin=WP0AA2A72DL018254,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Maserati,Gran Turismo,2010,"$46,800.00 ",Black,"S 4.7, NAVI, PARK SE",Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,na,"88,718",https://www.carproof.com/order?ref=kijiji&vin=ZAM45KLAXA0053059,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Maserati,Quattroporte,2010,"$37,800.00 ",Black,"S 4.7, 425HP, NAVI,",Used,Sedan,Rear-wheel drive (RWD),Automatic,na,"92,478",https://www.carproof.com/order?ref=kijiji&vin=ZAM39JKA2A0050684,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Chevrolet,Corvette,2007,"$32,800.00 ",Black,"400HP, 3LT PKG, NAVI",Used,Convertible,Rear-wheel drive (RWD),Automatic,na,"68,603",https://www.carproof.com/order?ref=kijiji&vin=1G1YY36U875135532,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Land Rover,LR4,2010,"$17,800.00 ",Other,"HSE, 7 PASSENGER, NA",Used,"SUV, Crossover",4 x 4,Automatic,na,"145,497",https://www.carproof.com/order?ref=kijiji&vin=SALAG2D48AA543464,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Mercedes-Benz,GLK-Class,2014,"$26,800.00 ",White,"GLK350 4MATIC, AMG S",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"77,987",https://www.carproof.com/order?ref=kijiji&vin=WDCGG8JB4EG213311,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X6,2009,"$23,800.00 ",White,"xDrive50i 400HP, NAV",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"158,700",https://www.carproof.com/order?ref=kijiji&vin=5UXFG83569LZ92974,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X5,2014,"$33,800.00 ",Other,"xDrive 35i M-SPORT,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"138,762",https://www.carproof.com/order?ref=kijiji&vin=5UXKR0C57E0K43851,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Land Rover,LR4,2014,"$42,499.00 ",Black,"HSE LUXURY, 7 PASSEN",Used,"SUV, Crossover",4 x 4,Automatic,na,"58,611",https://www.carproof.com/order?ref=kijiji&vin=SALAK2V67EA726925,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,M Roadster & Coupe,1999,"$25,800.00 ",Red,"Z3 M-ROADSTER, 6-SPE",Used,Convertible,Rear-wheel drive (RWD),Manual,na,"62,100",https://www.carproof.com/order?ref=kijiji&vin=WBSCK9336XLC88435,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X5,2015,"$44,800.00 ",Other,"xDrive 35d, M-SPORT,",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"59,628",https://www.carproof.com/order?ref=kijiji&vin=5UXKS4C51F0N06820,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Audi,S5,2013,"$39,800.00 ",Black,"4.2 QUATTRO, R-TRONI",Used,Coupe (2 door),All-wheel drive (AWD),Automatic,na,"75,505",https://www.carproof.com/order?ref=kijiji&vin=WUAC6BFR7DA900796,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
BMW,X5,2012,"$26,800.00 ",Black,"555HP, NAVI, CAM, PA",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,na,"173,229",https://www.carproof.com/order?ref=kijiji&vin=5YMGY0C58CLK27431,"60 Martin Ross Avenue, Toronto, ON, M3J 2L4"
Subaru,Forester,2014,"$14,850.00 ",Black,4WD,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"143,000",https://reports.carproof.com/en/main?id=jmIO/8pjowM9CYX7AKNxMwEZ3Te88Lth&utm_ref=kijiji,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
