make,mileage,model,price,vin,year
Ford,"43,187 Miles",C-MAX Hybrid,"$14,400",1FADP5BU3FL103002,2015
Dodge,"8,718 Miles",Challenger,"$27,480",2C3CDZBT3FH724271,2015
Infiniti,"41,837 Miles",Q70L,"$26,100",JN1BY1PR1FM830423,2015
Tesla,"26,434 Miles",Model S,"$82,980",5YJSA1E41GF137824,2016
Ford,"50,081 Miles",Focus,"$13,700",1FADP3N25FL220806,2015
Chevrolet,"41,403 Miles",Impala,"$16,300",2G1105S33H9162112,2017
Lexus,"9,524 Miles",GS 350,"$36,580",JTHBZ1BL3GA003604,2016
Hyundai,"14,829 Miles",Sonata,"$20,000",5NPE34AB1FH254624,2015
Acura,"22,741 Miles",ILX,"$18,400",19UDE2F75GA011083,2016
Chevrolet,"49,191 Miles",Impala,"$15,855",1G1105S30HU199573,2017
Lexus,"51,272 Miles",ES 350,"$26,980",JTHBK1GG0G2219081,2016
Chevrolet,"42,743 Miles",Traverse,"$23,500",1GNKVGKD2HJ274154,2017
Nissan,"29,297 Miles",Sentra,"$11,900",3N1AB7AP9FL688906,2015
Nissan,"12,966 Miles",Murano,"$21,999",5N1AZ2MG0JN152549,2018
Kia,"65,889 Miles",Sorento,"$14,300",5XYKTCA67FG559472,2015
Ram,"9,858 Miles",Pickup 1500,"$21,200",3C6JR6AG6JG204346,2018
Nissan,"40,461 Miles",Rogue,"$14,999",KNMAT2MV6GP611696,2016
Nissan,"27,871 Miles",Rogue,"$15,999",5N1AT2MV1GC838913,2016
Hyundai,"16,924 Miles",Elantra,"$13,800",5NPDH4AE6GH760605,2016
Volkswagen,"24,966 Miles",Passat,"$17,600",1VWCV7A32FC050709,2015
Kia,"5,623 Miles",Niro,"$21,400",KNDCB3LC7J5190138,2018
Chevrolet,"23,518 Miles",Spark EV,"$10,800",KL8CK6S05FC718506,2015
Nissan,"6,899 Miles",Murano,"$29,600",5N1AZ2MG5GN125825,2016
Mercedes-Benz,"27,805 Miles",C-Class,"$21,800",WDDGJ4HB1FG369268,2015
Toyota,"25,964 Miles",Camry,"$16,200",4T1BF1FK5GU511420,2016
Chevrolet,"43,773 Miles",Equinox,"$19,300",2GNALDEK3G6234784,2016
Lexus,"43,875 Miles",RX 350,"$27,855",2T2BK1BAXFC325571,2015
Toyota,"17,027 Miles",Prius v,"$26,000",JTDZN3EU3HJ069891,2017
Ford,"47,930 Miles",Explorer,"$31,300",1FM5K8HT5GGA53321,2016
Ford,"59,695 Miles",Fusion Energi,"$16,000",3FA6P0PU0HR252847,2017
Mercedes-Benz,"49,660 Miles",C-Class,"$24,300",55SWF4KB5FU015648,2015
Nissan,"26,485 Miles",Armada,"$37,780",JN8AY2ND8JX001883,2018
Mazda,"25,064 Miles",Mazda6,"$17,600",JM1GJ1V58G1438405,2016
Toyota,"25,901 Miles",Camry,"$16,800",4T1BF1FK3GU169840,2016
Acura,"31,035 Miles",TLX,"$22,800",19UUB2F71FA018202,2015
Lincoln,"33,842 Miles",MKC,"$16,499",5LMCJ1A95FUJ25986,2015
Honda,"18,442 Miles",Ridgeline,"$38,180",5FPYK3F82HB020556,2017
Cadillac,"25,931 Miles",XT5,"$33,999",1GYKNERS6JZ129962,2018
Volkswagen,"31,182 Miles",Passat,"$16,345",1VWDT7A3XHC053404,2017
Dodge,"89,917 Miles",Dart,"$12,700",1C3CDFFAXGD796607,2016
Ford,"42,528 Miles",Escape,"$20,000",1FMCU9J98HUC99191,2017
Nissan,"9,074 Miles",Rogue,"$24,100",JN8AT2MT3HW394991,2017
Ford,"21,073 Miles",Focus,"$12,100",1FADP3E25HL254084,2017
Infiniti,"41,373 Miles",QX70,"$24,900",JN8CS1MU2HM142871,2017
Ford,"43,486 Miles",Explorer,"$25,899",1FM5K8F89HGB82310,2017
Toyota,"35,588 Miles",Corolla,"$14,900",5YFBURHE3HP659953,2017
Chevrolet,"41,176 Miles",Traverse,"$19,330",1GNKRFED0FJ167255,2015
Kia,"32,722 Miles",Optima,"$12,999",5XXGN4A7XFG412288,2015
Mazda,"50,407 Miles",CX-5,"$17,300",JM3KE2CY4G0813625,2016
Mercedes-Benz,"12,304 Miles",SLK,"$39,900",WDDPK5HA9GF115759,2016
Ram,"35,819 Miles",Pickup 1500,"$29,488",1C6RR7LTXGS315552,2016
Dodge,"55,897 Miles",Grand Caravan,"$15,195",2C4RDGCG5HR862788,2017
Chevrolet,"28,021 Miles",Equinox,"$17,380",2GNALCEK7G6135847,2016
Ford,"36,504 Miles",Edge,"$20,800",2FMTK3K9XFBB35798,2015
Nissan,"18,808 Miles",Rogue,"$15,999",5N1AT2MV8HC733478,2017
Ford,"40,078 Miles",Explorer,"$27,200",1FM5K8F82HGC69711,2017
Volkswagen,"33,062 Miles",Tiguan,"$12,999",WVGAV7AX4FW611953,2015
Nissan,"10,069 Miles",Murano,"$30,080",5N1AZ2MH7JN133151,2018
Volkswagen,"38,047 Miles",Jetta,"$12,000",3VWPL7AJ7DM671574,2013
Kia,"37,462 Miles",Forte,"$13,900",KNAFX4A80G5475255,2016
Ford,"5,089 Miles",F-250 Super Duty,"$57,180",1FT7W2BT2HEC74556,2017
Cadillac,"41,521 Miles",Escalade,"$46,999",1GYS4BKJ2GR379601,2016
Ford,"41,787 Miles",Fusion Hybrid,"$18,400",3FA6P0RU5HR315955,2017
GMC,"70,455 Miles",Terrain,"$15,800",2GKALSEK0F6243670,2015
Ford,"35,006 Miles",Escape,"$12,999",1FMCU0G76GUA27013,2016
Chevrolet,"17,323 Miles",Equinox,"$16,700",2GNALBEK1G6147129,2016
Toyota,"46,421 Miles",Sienna,"$21,600",5TDKZ3DC9HS803094,2017
Ford,"36,469 Miles",Focus,"$11,400",1FADP3F21HL247504,2017
Ford,"17,827 Miles",Fiesta,"$12,700",3FADP4BJ6HM156911,2017
Nissan,"43,520 Miles",Rogue,"$20,500",5N1AT2MV0GC778803,2016
Infiniti,"27,676 Miles",QX80,"$38,399",JN8AZ2NF5H9642776,2017
Dodge,"40,483 Miles",Grand Caravan,"$16,900",2C4RDGCG0HR853027,2017
Buick,"32,960 Miles",Enclave,"$22,500",5GAKRAKD8GJ312495,2016
Ford,"26,876 Miles",F-150,"$35,500",1FTEW1CP5FKE28498,2015
Infiniti,"45,766 Miles",Q50,"$19,800",JN1BV7AR5FM402973,2015
Nissan,"45,536 Miles",Rogue,"$15,999",5N1AT2MT4FC761774,2015
Lincoln,"24,446 Miles",MKC,"$27,700",5LMTJ3DH2HUL21420,2017
BMW,"14,623 Miles",i3,"$25,999",WBY1Z8C56HV551062,2017
Volkswagen,"39,169 Miles",CC,"$14,499",WVWBN7AN5FE803217,2015
Volkswagen,"21,347 Miles",Jetta,"$13,200",3VW167AJ3GM397503,2016
Buick,"19,349 Miles",LaCrosse,"$25,735",1G4ZR5SZ2JU136027,2018
Lexus,"44,560 Miles",NX 200t,"$27,985",JTJBARBZ5F2033205,2015
Cadillac,"28,172 Miles",SRX,"$28,230",3GYFNDE33FS546924,2015
Chevrolet,"32,868 Miles",Equinox,"$13,499",1GNALBEK0FZ127070,2015
Jeep,"15,800 Miles",Wrangler Unlimited,"$36,980",1C4BJWFG2GL269042,2016
Toyota,"13,254 Miles",Corolla,"$16,400",5YFBURHE7GP403958,2016
Lexus,"48,095 Miles",RX 350,"$39,755",2T2BZMCAXGC013053,2016
Nissan,"37,727 Miles",Rogue,"$17,500",KNMAT2MV6GP625209,2016
Mercedes-Benz,"38,910 Miles",M-Class,"$27,700",4JGDA5JB6EA427305,2014
Volkswagen,"42,978 Miles",Jetta,"$11,500",3VWPL7AJ1CM638326,2012
Chevrolet,"12,367 Miles",Malibu,"$19,100",1G1ZD5ST8JF238525,2018
GMC,"41,638 Miles",Terrain,"$23,700",2GKFLVE33G6140387,2016
Ford,"30,900 Miles",Focus,"$12,500",1FADP3F23GL233313,2016
Mercedes-Benz,"30,879 Miles",SLK,"$23,300",WDDPK4HA9CF037987,2012
Hyundai,"70,162 Miles",Tucson,"$13,800",KM8JU3AGXEU859985,2014
Toyota,"29,878 Miles",Avalon,"$21,800",4T1BK1EB1FU192206,2015
Hyundai,"29,058 Miles",Veloster,"$14,000",KMHTC6AD8HU305528,2017
Hyundai,"30,758 Miles",Sonata,"$11,999",5NPE34AF7FH217502,2015
Mercedes-Benz,"15,993 Miles",GLE,"$40,800",4JGDA5HBXHA956315,2017
Ford,"45,000 Miles",Escape,"$12,699",1FMCU0G7XGUA91491,2016
Chevrolet,"28,845 Miles",Impala,"$20,900",2G1165S33F9227150,2015
Nissan,"48,728 Miles",Altima,"$13,500",1N4AL3AP8FC435905,2015
Lexus,"32,070 Miles",RX 350,"$22,999",2T2ZK1BA5FC201089,2015
Subaru,"23,369 Miles",Crosstrek,"$21,955",JF2GPABC5GG255379,2016
MINI,"13,107 Miles",Clubman,"$26,600",WMWLU5C58H2E81847,2017
Nissan,"4,919 Miles",Murano,"$28,400",5N1AZ2MG4HN163693,2017
Nissan,"30,757 Miles",Murano,"$20,900",5N1AZ2MH5FN283170,2015
Jeep,"32,844 Miles",Renegade,"$18,000",ZACCJBDB8HPE72793,2017
Lexus,"32,718 Miles",GS 350,"$25,830",JTHBE1BL5E5038713,2014
Hyundai,"17,311 Miles",Tucson,"$23,200",KM8J3CA2XGU143369,2016
Mercedes-Benz,"32,571 Miles",CLA,"$20,999",WDDSJ4EB1GN330336,2016
Honda,"31,429 Miles",CR-V,"$17,499",2HKRM3H73FH540016,2015
Toyota,"35,947 Miles",RAV4,"$20,100",2T3YFREV9FW223412,2015
Volkswagen,"33,091 Miles",CC,"$13,100",WVWBP7ANXDE560639,2013
Ford,"45,167 Miles",Edge,"$19,955",2FMPK3J94HBB57365,2017
Volkswagen,"24,836 Miles",Jetta,"$12,800",3VWLL7AJ7EM369444,2014
Mercedes-Benz,"45,364 Miles",GLA,"$23,300",WDCTG4EB0GJ225527,2016
Chevrolet,"40,170 Miles",Impala,"$16,795",1G1115SL6FU141221,2015
Kia,"24,653 Miles",Sorento,"$20,500",5XYPG4A59JG358317,2018
Acura,"29,798 Miles",TLX,"$18,999",19UUB2F33GA001870,2016
Mercedes-Benz,"20,362 Miles",E-Class,"$31,380",WDDHF5KB5GB188001,2016
Buick,"16,657 Miles",LaCrosse,"$25,905",1G4ZR5SZ9JU129477,2018
Kia,"37,960 Miles",Soul,"$14,200",KNDJP3A57H7477586,2017
Jeep,"40,174 Miles",Renegade,"$15,800",ZACCJADB0HPF09748,2017
Lexus,"70,548 Miles",GS 350,"$22,300",JTHCE1BLXD5003460,2013
Ford,"40,489 Miles",Focus,"$12,200",1FADP3K20HL216489,2017
Nissan,"39,215 Miles",Altima,"$15,699",1N4BL3AP2HC173337,2017
Ford,"31,288 Miles",F-150,"$29,999",1FTEW1EF9HFC36324,2017
Honda,"44,904 Miles",CR-V,"$15,199",5J6RM3H78EL015733,2014
Lincoln,"10,478 Miles",MKZ Hybrid,"$23,999",3LN6L5LU9HR632578,2017
Chevrolet,"13,998 Miles",Cruze,"$15,700",1G1BE5SM1H7116505,2017
Kia,"53,660 Miles",Optima,"$19,300",5XXGW4L25GG013417,2016
Ford,"44,045 Miles",Explorer,"$25,400",1FM5K7F86GGA84876,2016
GMC,"30,515 Miles",Sierra 1500,"$38,280",3GTU2NEC1GG161961,2016
Dodge,"40,054 Miles",Journey,"$13,999",3C4PDCBG7HT533850,2017
Toyota,"48,521 Miles",Corolla,"$13,495",5YFBURHE7HP711553,2017
BMW,"22,352 Miles",4 Series,"$25,700",WBA4A7C5XFD413413,2015
Chevrolet,"46,387 Miles",Sonic,"$12,700",1G1JF5SB4H4139690,2017
Honda,"31,626 Miles",Civic,"$17,200",19XFB2F90FE258783,2015
Chevrolet,"30,205 Miles",Express Passenger,"$21,999",1GAWGFFG7H1104206,2017
Toyota,"10,669 Miles",Corolla,"$14,600",5YFBURHEXGP410824,2016
Chevrolet,"22,386 Miles",Trax,"$12,999",3GNCJLSB2GL260107,2016
Toyota,"43,294 Miles",Corolla,"$13,855",5YFBURHE4HP626525,2017
Subaru,"30,259 Miles",Forester,"$22,300",JF2SJAEC6HH801805,2017
Chevrolet,"27,902 Miles",Volt,"$22,700",1G1RD6S54GU114425,2016
Nissan,"14,470 Miles",Rogue,"$18,500",KNMAT2MV2GP599806,2016
Volkswagen,"31,064 Miles",Jetta,"$12,400",3VWPL7AJ7DM695518,2013
Ford,"38,887 Miles",Explorer,"$20,999",1FM5K7F86FGC69623,2015
Dodge,"48,718 Miles",Grand Caravan,"$16,200",2C4RDGEG2HR769112,2017
Volkswagen,"46,281 Miles",Tiguan,"$17,800",WVGBV7AX3GW547412,2016
Infiniti,"20,538 Miles",Q50,"$24,300",JN1EV7ARXGM345359,2016
Nissan,"36,514 Miles",Pathfinder,"$19,200",5N1AR2MN1FC703587,2015
Mitsubishi,"40,975 Miles",Outlander Sport,"$15,300",JA4AR3AW0GZ027262,2016
Lexus,"26,916 Miles",GS 350,"$26,800",JTHCE1BL5FA005708,2015
Jeep,"53,453 Miles",Wrangler Unlimited,"$29,400",1C4BJWFG6CL281320,2012
Volkswagen,"31,382 Miles",Jetta,"$15,300",3VWB17AJ4GM279706,2016
Chevrolet,"21,967 Miles",Equinox,"$17,200",2GNALCEK2H6186948,2017
Mercedes-Benz,"34,059 Miles",CLA,"$19,999",WDDSJ4EB6GN297267,2016
Ram,"80,437 Miles",Pickup 1500,"$23,800",1C6RR6LM3FS580458,2015
Subaru,"30,588 Miles",Outback,"$27,380",4S4BSANC4H3324571,2017
Honda,"26,163 Miles",Civic,"$17,100",19XFC2F58HE072891,2017
Nissan,"53,774 Miles",Armada,"$28,000",5N1AA0ND3FN622984,2015
Ford,"31,183 Miles",F-150,"$27,400",1FTFX1EG1FKE33986,2015
GMC,"10,214 Miles",Acadia,"$31,300",1GKKNVLS3HZ169784,2017
Mercedes-Benz,"39,720 Miles",C-Class,"$23,999",55SWF4KB3HU226737,2017
Honda,"27,019 Miles",Accord,"$23,400",1HGCR3F80HA035517,2017
Dodge,"37,496 Miles",Journey,"$18,980",3C4PDCGG6HT582773,2017
Lincoln,"25,611 Miles",MKC,"$25,630",5LMCJ3C98GUJ21277,2016
Hyundai,"56,973 Miles",Elantra,"$12,300",KMHDH4AH9FU323854,2015
Nissan,"33,626 Miles",Pathfinder,"$18,900",5N1AR2MN8FC705479,2015
Nissan,"43,675 Miles",Murano,"$20,080",5N1AZ2MG5FN254890,2015
Jeep,"41,808 Miles",Patriot,"$10,999",1C4NJRBB1FD332052,2015
Toyota,"40,146 Miles",Camry Hybrid,"$15,999",4T1BD1FK9GU186048,2016
Volkswagen,"39,676 Miles",Tiguan,"$16,400",WVGAV7AX4GW568359,2016
Dodge,"44,945 Miles",Grand Caravan,"$16,500",2C4RDGEG2HR736899,2017
Jeep,"20,629 Miles",Renegade,"$18,030",ZACCJBBB5HPF25050,2017
Buick,"43,593 Miles",Encore,"$17,100",KL4CJGSB8FB194172,2015
Honda,"11,611 Miles",Civic,"$22,500",SHHFK7H54HU406551,2017
Ford,"33,401 Miles",Fusion,"$12,999",3FA6P0HDXGR218301,2016
Audi,"25,505 Miles",Q5,"$34,500",WA1D7AFP5GA056585,2016
BMW,"15,157 Miles",4 Series,"$31,880",WBA3R1C53FK195263,2015
Ford,"25,968 Miles",Fusion,"$14,500",3FA6P0H7XGR253057,2016
Cadillac,"17,322 Miles",CT6,"$36,210",1G6KC5RX8GU168004,2016
Lincoln,"32,766 Miles",MKZ,"$17,999",3LN6L2JK0GR611326,2016
Ford,"39,870 Miles",Escape,"$15,999",1FMCU9JX0GUC32758,2016
BMW,"21,478 Miles",i3,"$22,999",WBY1Z6C53HV548169,2017
Nissan,"32,947 Miles",Altima,"$14,300",1N4AL3AP1GN380140,2016
Lincoln,"22,397 Miles",MKZ Hybrid,"$21,430",3LN6L2LU6GR606744,2016
Chevrolet,"36,089 Miles",Camaro,"$18,500",2G1FG1E34D9194602,2013
Hyundai,"7,590 Miles",Tucson,"$17,999",KM8J23A49JU635936,2018
Hyundai,"78,486 Miles",Santa Fe,"$15,395",KM8SMDHF1FU098515,2015
Lincoln,"43,247 Miles",MKX,"$29,630",2LMTJ8LR1GBL51043,2016
BMW,"72,755 Miles",6 Series,"$29,595",WBAYP1C53DDX00845,2013
Nissan,"17,063 Miles",Versa,"$12,100",3N1CN7AP0HL884865,2017
Honda,"36,496 Miles",CR-V,"$14,499",2HKRM3H34FH504137,2015
Ford,"40,710 Miles",Focus,"$13,500",1FADP3M23HL264632,2017
Chevrolet,"20,018 Miles",Traverse,"$22,000",1GNKRFKDXHJ179744,2017
Toyota,"25,611 Miles",RAV4,"$20,999",2T3YFREV4GW257047,2016
Honda,"34,517 Miles",Pilot,"$24,999",5FNYF6H50GB055676,2016
Subaru,"48,203 Miles",Outback,"$21,200",4S4BSACC6G3251933,2016
Audi,"30,999 Miles",A5,"$27,500",WAUMFAFR7FA057971,2015
Mercedes-Benz,"26,240 Miles",C-Class,"$21,000",55SWF4JB3FU054014,2015
Kia,"8,066 Miles",Forte,"$18,800",3KPFL4A82HE110581,2017
BMW,"26,849 Miles",i8,"$69,999",WBY2Z2C50GV674985,2016
Honda,"55,616 Miles",Accord,"$16,380",1HGCR2F88FA221300,2015
Nissan,"48,761 Miles",Armada,"$26,300",JN8AY2NC1H9506931,2017
Nissan,"40,064 Miles",Rogue,"$17,580",5N1AT2MT8HC757469,2017
Jeep,"24,662 Miles",Wrangler Unlimited,"$29,400",1C4BJWDG2GL155996,2016
Lexus,"34,910 Miles",IS 250,"$21,900",JTHBF1D2XE5035338,2014
Ford,"54,187 Miles",F-250 Super Duty,"$45,480",1FT7W2BT7EEB56756,2014
Kia,"22,373 Miles",Forte,"$12,700",KNAFK4A62G5604609,2016
BMW,"26,645 Miles",X5,"$40,400",5UXKR2C39H0W43733,2017
Jeep,"110,511 Miles",Grand Cherokee,"$9,755",1J8HR58227C503171,2007
Honda,"33,766 Miles",Accord,"$19,500",1HGCR2F55GA076790,2016
Volkswagen,"20,418 Miles",Tiguan,"$17,500",WVGBV7AX3GW562279,2016
Volkswagen,"36,671 Miles",Jetta,"$12,300",3VWLL7AJXEM288969,2014
Lexus,"28,840 Miles",RX 350,"$28,230",2T2ZK1BA5FC203487,2015
Volkswagen,"43,944 Miles",Beetle,"$14,100",3VWF17AT6HM623721,2017
Volkswagen,"36,344 Miles",Tiguan,"$18,700",WVGBV7AX9GW564134,2016
Ford,"21,103 Miles",F-150,"$25,999",1FTEW1CP7GKE64274,2016
Kia,"35,508 Miles",Optima,"$16,600",5XXGR4A78FG377867,2015
Honda,"27,996 Miles",Civic,"$20,900",2HGFC1F76HH642095,2017
Kia,"35,695 Miles",Sorento,"$21,500",5XYPHDA56GG118230,2016
Mercedes-Benz,"32,769 Miles",C-Class,"$19,999",55SWF4JB4FU072215,2015
Nissan,"29,194 Miles",Sentra,"$12,100",3N1AB7AP8FY347483,2015
Buick,"31,226 Miles",Encore,"$17,700",KL4CJCSB9GB527022,2016
Ford,"28,168 Miles",Focus,"$12,700",1FADP3K28FL230847,2015
Nissan,"45,902 Miles",Altima,"$16,400",1N4AL3APXHC245316,2017
Nissan,"43,099 Miles",Rogue,"$17,500",JN8AT2MV0HW271330,2017
Nissan,"26,079 Miles",Murano,"$21,500",5N1AZ2MH5FN260536,2015
Chevrolet,"48,400 Miles",Trax,"$15,630",3GNCJPSB4HL171440,2017
Nissan,"40,954 Miles",Altima,"$15,500",1N4AL3AP5HC153417,2017
Nissan,"47,000 Miles",Altima,"$13,455",1N4AL3AP5HN358272,2017
Nissan,"42,414 Miles",Altima,"$14,200",1N4AL3AP5HC235308,2017
Ford,"27,478 Miles",Edge,"$23,880",2FMTK3K93FBC15976,2015
Chrysler,"25,866 Miles",300,"$20,230",2C3CCADG8DH698493,2013
Nissan,"11,253 Miles",370Z,"$21,755",JN1AZ4EHXGM936942,2016
Nissan,"20,652 Miles",Sentra,"$14,300",3N1AB7AP3JL640035,2018
Buick,"23,531 Miles",Enclave,"$31,900",5GAKVBKD2HJ203890,2017
Lexus,"11,995 Miles",ES 350,"$27,430",JTHBK1GG0G2211451,2016
Hyundai,"73,159 Miles",Sonata,"$11,600",5NPEB4AC9EH825335,2014
Chevrolet,"11,435 Miles",Traverse,"$26,980",1GNKRGKD0HJ250391,2017
Ford,"8,329 Miles",Fusion,"$19,999",3FA6P0D95JR181523,2018
Buick,"18,370 Miles",Encore,"$15,999",KL4CJCSB7GB578793,2016
Volkswagen,"34,372 Miles",Beetle,"$15,500",3VW5L7AT1DM803608,2013
Infiniti,"61,978 Miles",QX60,"$22,700",5N1AL0MN7FC560022,2015
Buick,"24,047 Miles",Enclave,"$29,500",5GAKRBKD7HJ226814,2017
Mercedes-Benz,"49,542 Miles",E-Class,"$34,200",WDDHF6FB0GB185183,2016
Acura,"27,758 Miles",ILX,"$18,700",19UDE2F7XGA016263,2016
Hyundai,"29,585 Miles",Elantra,"$12,600",5NPDH4AE7GH725863,2016
Toyota,"19,109 Miles",Camry,"$19,700",4T1BF1FK9HU371826,2017
Dodge,"43,302 Miles",Grand Caravan,"$16,400",2C4RDGCG0HR862360,2017
Jeep,"39,685 Miles",Patriot,"$13,499",1C4NJPFA6GD589683,2016
Toyota,"18,158 Miles",Camry,"$19,100",4T1B11HK9JU098971,2018
Toyota,"38,885 Miles",Tundra,"$35,580",5TFHW5F13EX333838,2014
Jeep,"23,729 Miles",Patriot,"$14,600",1C4NJPBB9GD727215,2016
Nissan,"43,991 Miles",Altima,"$13,600",1N4AL3AP5HN364265,2017
Ford,"28,295 Miles",Fusion,"$13,899",3FA6P0H70HR145449,2017
Jeep,"13,825 Miles",Wrangler Unlimited,"$31,330",1C4HJWDG8JL927628,2018
Cadillac,"3,496 Miles",ATS,"$22,300",1G6AB5RX3F0102464,2015
Toyota,"31,472 Miles",Tundra,"$36,999",5TFHW5F14GX513252,2016
Kia,"16,106 Miles",Optima,"$16,899",5XXGR4A62FG493735,2015
Kia,"11,874 Miles",Optima,"$17,500",5XXGT4L32JG249614,2018
Infiniti,"10,652 Miles",QX80,"$47,799",JN8AZ2NF4J9661549,2018
Nissan,"22,670 Miles",Maxima,"$24,999",1N4AA6AP1HC428692,2017
Lexus,"16,652 Miles",IS 300,"$27,700",JTHCM1D24G5008293,2016
Toyota,"45,304 Miles",Venza,"$17,999",4T3ZK3BB7FU072660,2015
Lexus,"33,577 Miles",RX 350,"$35,700",2T2ZZMCA8GC007721,2016
Volkswagen,"11,589 Miles",Beetle,"$16,500",3VW5L7AT0DM812042,2013
Nissan,"29,271 Miles",Maxima,"$22,130",1N4AA6AP0GC375854,2016
Honda,"10,842 Miles",Civic,"$18,700",2HGFC2F50JH566948,2018
Infiniti,"21,750 Miles",Q50,"$26,700",JN1EV7AR4JM435890,2018
Acura,"24,633 Miles",TLX,"$23,600",19UUB2F57GA001341,2016
Toyota,"31,573 Miles",Camry,"$16,755",JTNB11HKXJ3015246,2018
Cadillac,"11,755 Miles",ATS,"$27,000",1G6AF5SS6G0123880,2016
Jeep,"36,724 Miles",Wrangler Unlimited,"$27,100",1C4BJWDG0GL169332,2016
Buick,"2,774 Miles",Regal,"$21,905",2G4GL5EX8H9190135,2017
Kia,"24,862 Miles",Sorento,"$18,400",5XYPGDA3XGG108057,2016
Toyota,"4,238 Miles",Camry,"$20,755",4T1B11HK9JU121455,2018
GMC,"102,809 Miles",Acadia,"$14,555",1GKKRTED1BJ346684,2011
Nissan,"45,088 Miles",Versa Note,"$12,000",3N1CE2CP1HL352542,2017
Hyundai,"48,411 Miles",Sonata,"$16,100",5NPE34AB6FH110096,2015
Toyota,"45,062 Miles",RAV4,"$19,700",JTMDFREV2FD158060,2015
Volkswagen,"22,166 Miles",CC,"$14,900",WVWBP7AN5DE551010,2013
Chevrolet,"21,618 Miles",Equinox,"$21,300",2GNALDEK5H6224761,2017
Dodge,"52,238 Miles",Grand Caravan,"$16,465",2C4RDGCG3HR863731,2017
Hyundai,"29,407 Miles",Sonata,"$14,700",5NPE24AF1GH262438,2016
Ford,"41,400 Miles",Fusion,"$12,999",3FA6P0HD2GR190879,2016
Ford,"50,804 Miles",Explorer,"$23,900",1FM5K8D84HGB22423,2017
Buick,"40,038 Miles",Verano,"$15,600",1G4PS5SK2G4148637,2016
Jeep,"34,419 Miles",Grand Cherokee,"$25,900",1C4RJFBG5FC154678,2015
Lexus,"34,691 Miles",GS 350,"$25,180",JTHBE1BL0FA006101,2015
Chevrolet,"41,371 Miles",Impala,"$15,900",2G1105SA4H9152462,2017
Toyota,"33,992 Miles",RAV4,"$17,199",JTMDFREV7FD132439,2015
Chevrolet,"23,968 Miles",Cruze,"$14,100",1G1BE5SM1H7136303,2017
Nissan,"61,088 Miles",Murano,"$17,800",5N1AZ2MG4FN267808,2015
Audi,"35,790 Miles",A4,"$24,030",WAUANAF41HN020260,2017
Volkswagen,"16,726 Miles",Tiguan,"$21,400",WVGTV7AX1HK031675,2017
Lexus,"34,530 Miles",GS 350,"$22,199",JTHBE1BLXFA017221,2015
Lincoln,"23,499 Miles",MKC,"$17,499",5LMTJ2AH7FUJ02433,2015
Mercedes-Benz,"43,516 Miles",E-Class,"$24,999",WDDHF5KB7GB196231,2016
Hyundai,"42,638 Miles",Accent,"$11,300",KMHCT5AE0HU312119,2017
Cadillac,"43,522 Miles",Escalade,"$46,730",1GYS3BKJ7GR226196,2016
Toyota,"13,190 Miles",Corolla,"$16,000",5YFBURHE4HP569081,2017
Lexus,"25,692 Miles",IS 250,"$18,999",JTHBF1D22F5073454,2015
Cadillac,"41,237 Miles",ATS,"$20,500",1G6AG5RX5G0110584,2016
Nissan,"53,136 Miles",Maxima,"$19,300",1N4AA6AP5HC425293,2017
Nissan,"39,885 Miles",Sentra,"$12,000",3N1AB7AP5FY261189,2015
Chevrolet,"34,375 Miles",Malibu,"$15,600",1G1ZB5ST7HF197658,2017
Ford,"59,134 Miles",Escape,"$13,505",1FMCU0GX7EUC59424,2014
Buick,"29,710 Miles",Enclave,"$27,175",5GAKRBKD1GJ193307,2016
Chevrolet,"33,279 Miles",Trax,"$14,800",KL7CJLSB3GB690641,2016
Nissan,"45,693 Miles",Pathfinder,"$22,600",5N1DR2MMXHC694170,2017
Chevrolet,"18,242 Miles",Trax,"$16,400",KL7CJRSB8FB239173,2015
Toyota,"45,324 Miles",Highlander,"$27,505",5TDKKRFH9FS107137,2015
Nissan,"44,918 Miles",Sentra,"$12,900",3N1AB7APXHY271669,2017
Toyota,"41,222 Miles",Camry,"$14,999",4T1BF1FK5HU711408,2017
Kia,"35,467 Miles",Sorento,"$19,600",5XYPH4A15GG149854,2016
Nissan,"35,615 Miles",Murano,"$21,600",5N1AZ2MG8FN270694,2015
Toyota,"4,459 Miles",Corolla,"$16,300",2T1BURHE4HC920801,2017
Volkswagen,"35,998 Miles",Tiguan,"$17,100",WVGAV7AXXGW057951,2016
Mazda,"22,202 Miles",CX-5,"$24,630",JM3KFADM8J0349930,2018
Acura,"37,734 Miles",MDX,"$29,900",5FRYD3H26GB012243,2016
Dodge,"42,532 Miles",Charger,"$21,700",2C3CDXJG2HH567702,2017
Honda,"36,866 Miles",CR-V,"$20,100",2HKRM4H55FH636024,2015
Chevrolet,"44,024 Miles",Impala,"$18,800",1G1145S37HU194410,2017
Mitsubishi,"28,998 Miles",Outlander,"$17,500",JA4AZ3A34GZ038335,2016
Toyota,"9,397 Miles",Camry,"$18,400",4T1BF1FK2HU809134,2017
Toyota,"26,185 Miles",Camry,"$16,200",4T4BF1FK7GR539872,2016
Volvo,"9,460 Miles",S90,"$29,999",LVY982MK4JP015531,2018
Honda,"56,351 Miles",Accord,"$17,100",1HGCR2F87EA147284,2014
