,brand,Year,mpg,Displacement,list_price
6318,Volkswagen,2015,24.0,2.0,11500
6319,Volkswagen,2015,23.0,2.0,11500
6320,Volkswagen,2015,30.0,2.0,11500
6321,Volkswagen,2015,31.0,2.0,11500
6322,Volkswagen,2015,25.0,2.0,11500
6323,Volkswagen,2015,25.0,1.8,11500
6324,Volkswagen,2015,25.0,1.8,11500
6325,Volkswagen,2015,22.0,2.0,11500
6328,Volkswagen,2015,20.0,3.6,17250
6329,Volkswagen,2015,24.0,1.8,17250
6330,Volkswagen,2015,29.0,2.0,17250
6331,Volkswagen,2015,24.0,1.8,17250
6332,Volkswagen,2015,30.0,2.0,17250
6333,Volkswagen,2016,25.0,1.8,14990
6334,Volkswagen,2016,24.0,2.0,14990
6335,Volkswagen,2016,23.0,2.0,14990
6336,Volkswagen,2016,25.0,1.8,14990
6337,Volkswagen,2016,28.0,1.4,14990
6338,Volkswagen,2016,28.0,1.4,14990
6339,Volkswagen,2015,24.0,2.0,12990
6340,Volkswagen,2015,23.0,2.0,12990
6341,Volkswagen,2015,30.0,2.0,12990
6342,Volkswagen,2015,31.0,2.0,12990
6343,Volkswagen,2015,25.0,2.0,12990
6344,Volkswagen,2015,25.0,1.8,12990
6345,Volkswagen,2015,25.0,1.8,12990
6346,Volkswagen,2015,22.0,2.0,12990
6347,Volkswagen,2015,20.0,3.6,17750
6348,Volkswagen,2015,24.0,1.8,17750
6349,Volkswagen,2015,29.0,2.0,17750
6350,Volkswagen,2015,24.0,1.8,17750
6351,Volkswagen,2015,30.0,2.0,17750
6352,Volkswagen,2015,24.0,2.0,12500
6353,Volkswagen,2015,23.0,2.0,12500
6354,Volkswagen,2015,30.0,2.0,12500
6355,Volkswagen,2015,31.0,2.0,12500
6356,Volkswagen,2015,25.0,2.0,12500
6357,Volkswagen,2015,25.0,1.8,12500
6358,Volkswagen,2015,25.0,1.8,12500
6359,Volkswagen,2015,22.0,2.0,12500
6360,Volkswagen,2016,20.0,3.6,17990
6361,Volkswagen,2016,25.0,1.8,17990
6362,Volkswagen,2015,20.0,3.6,15990
6363,Volkswagen,2015,24.0,1.8,15990
6364,Volkswagen,2015,29.0,2.0,15990
6365,Volkswagen,2015,24.0,1.8,15990
6366,Volkswagen,2015,30.0,2.0,15990
6368,Hyundai,2015,24.0,2.4,12950
6369,Hyundai,2015,22.0,2.0,12950
6370,Hyundai,2015,28.0,1.6,12950
6372,Volkswagen,2015,20.0,3.6,14500
6373,Volkswagen,2015,24.0,1.8,14500
6374,Volkswagen,2015,29.0,2.0,14500
6375,Volkswagen,2015,24.0,1.8,14500
6376,Volkswagen,2015,30.0,2.0,14500
6378,Volkswagen,2015,20.0,3.6,12500
6379,Volkswagen,2015,24.0,1.8,12500
6380,Volkswagen,2015,29.0,2.0,12500
6381,Volkswagen,2015,24.0,1.8,12500
6382,Volkswagen,2015,30.0,2.0,12500
6383,Volkswagen,2015,21.0,2.0,13990
6384,Honda,2015,29.0,1.8,12990
6385,Honda,2015,29.0,1.8,12990
6386,Honda,2015,28.0,1.8,12990
6387,Honda,2015,22.0,2.4,12990
6388,Honda,2015,18.0,3.5,18500
6389,Honda,2015,21.0,3.5,18500
6390,Honda,2015,21.0,3.5,18500
6391,Honda,2015,23.0,2.4,18500
6392,Honda,2015,27.0,2.4,18500
6393,Honda,2015,26.0,2.4,18500
6394,Volkswagen,2015,21.0,2.0,17990
6395,Volkswagen,2015,24.0,2.0,11500
6396,Volkswagen,2015,23.0,2.0,11500
6397,Volkswagen,2015,30.0,2.0,11500
6398,Volkswagen,2015,31.0,2.0,11500
6399,Volkswagen,2015,25.0,2.0,11500
6400,Volkswagen,2015,25.0,1.8,11500
6401,Volkswagen,2015,25.0,1.8,11500
6402,Volkswagen,2015,22.0,2.0,11500
6405,Volkswagen,2015,20.0,3.6,17250
6406,Volkswagen,2015,24.0,1.8,17250
6407,Volkswagen,2015,29.0,2.0,17250
6408,Volkswagen,2015,24.0,1.8,17250
6409,Volkswagen,2015,30.0,2.0,17250
6410,Volkswagen,2016,25.0,1.8,14990
6411,Volkswagen,2016,24.0,2.0,14990
6412,Volkswagen,2016,23.0,2.0,14990
6413,Volkswagen,2016,25.0,1.8,14990
6414,Volkswagen,2016,28.0,1.4,14990
6415,Volkswagen,2016,28.0,1.4,14990
6416,Volkswagen,2015,24.0,2.0,12990
6417,Volkswagen,2015,23.0,2.0,12990
6418,Volkswagen,2015,30.0,2.0,12990
6419,Volkswagen,2015,31.0,2.0,12990
6420,Volkswagen,2015,25.0,2.0,12990
6421,Volkswagen,2015,25.0,1.8,12990
6422,Volkswagen,2015,25.0,1.8,12990
6423,Volkswagen,2015,22.0,2.0,12990
6424,Volkswagen,2015,20.0,3.6,17750
6425,Volkswagen,2015,24.0,1.8,17750
6426,Volkswagen,2015,29.0,2.0,17750
6427,Volkswagen,2015,24.0,1.8,17750
6428,Volkswagen,2015,30.0,2.0,17750
6429,Volkswagen,2015,24.0,2.0,12500
6430,Volkswagen,2015,23.0,2.0,12500
6431,Volkswagen,2015,30.0,2.0,12500
6432,Volkswagen,2015,31.0,2.0,12500
6433,Volkswagen,2015,25.0,2.0,12500
6434,Volkswagen,2015,25.0,1.8,12500
6435,Volkswagen,2015,25.0,1.8,12500
6436,Volkswagen,2015,22.0,2.0,12500
6437,Volkswagen,2016,20.0,3.6,17990
6438,Volkswagen,2016,25.0,1.8,17990
6441,Volkswagen,2012,24.0,2.0,12888
6442,Volkswagen,2012,21.0,2.0,12888
6445,Volkswagen,2015,20.0,3.6,14500
6446,Volkswagen,2015,24.0,1.8,14500
6447,Volkswagen,2015,29.0,2.0,14500
6448,Volkswagen,2015,24.0,1.8,14500
6449,Volkswagen,2015,30.0,2.0,14500
6451,Volkswagen,2015,20.0,3.6,12500
6452,Volkswagen,2015,24.0,1.8,12500
6453,Volkswagen,2015,29.0,2.0,12500
6454,Volkswagen,2015,24.0,1.8,12500
6455,Volkswagen,2015,30.0,2.0,12500
6456,Volkswagen,2015,21.0,2.0,13990
6457,Honda,2015,29.0,1.8,12990
6458,Honda,2015,29.0,1.8,12990
6459,Honda,2015,28.0,1.8,12990
6460,Honda,2015,22.0,2.4,12990
6461,Honda,2015,18.0,3.5,18500
6462,Honda,2015,21.0,3.5,18500
6463,Honda,2015,21.0,3.5,18500
6464,Honda,2015,23.0,2.4,18500
6465,Honda,2015,27.0,2.4,18500
6466,Honda,2015,26.0,2.4,18500
6467,Volkswagen,2015,21.0,2.0,17990
6468,Volkswagen,2015,24.0,2.0,11500
6469,Volkswagen,2015,23.0,2.0,11500
6470,Volkswagen,2015,30.0,2.0,11500
6471,Volkswagen,2015,31.0,2.0,11500
6472,Volkswagen,2015,25.0,2.0,11500
6473,Volkswagen,2015,25.0,1.8,11500
6474,Volkswagen,2015,25.0,1.8,11500
6475,Volkswagen,2015,22.0,2.0,11500
6478,Volkswagen,2015,20.0,3.6,17250
6479,Volkswagen,2015,24.0,1.8,17250
6480,Volkswagen,2015,29.0,2.0,17250
6481,Volkswagen,2015,24.0,1.8,17250
6482,Volkswagen,2015,30.0,2.0,17250
6483,Volkswagen,2016,25.0,1.8,14990
6484,Volkswagen,2016,24.0,2.0,14990
6485,Volkswagen,2016,23.0,2.0,14990
6486,Volkswagen,2016,25.0,1.8,14990
6487,Volkswagen,2016,28.0,1.4,14990
6488,Volkswagen,2016,28.0,1.4,14990
6489,Volkswagen,2015,24.0,2.0,12990
6490,Volkswagen,2015,23.0,2.0,12990
6491,Volkswagen,2015,30.0,2.0,12990
6492,Volkswagen,2015,31.0,2.0,12990
6493,Volkswagen,2015,25.0,2.0,12990
6494,Volkswagen,2015,25.0,1.8,12990
6495,Volkswagen,2015,25.0,1.8,12990
6496,Volkswagen,2015,22.0,2.0,12990
6497,Volkswagen,2015,20.0,3.6,17750
6498,Volkswagen,2015,24.0,1.8,17750
6499,Volkswagen,2015,29.0,2.0,17750
6500,Volkswagen,2015,24.0,1.8,17750
6501,Volkswagen,2015,30.0,2.0,17750
6502,Volkswagen,2015,24.0,2.0,12500
6503,Volkswagen,2015,23.0,2.0,12500
6504,Volkswagen,2015,30.0,2.0,12500
6505,Volkswagen,2015,31.0,2.0,12500
6506,Volkswagen,2015,25.0,2.0,12500
6507,Volkswagen,2015,25.0,1.8,12500
6508,Volkswagen,2015,25.0,1.8,12500
6509,Volkswagen,2015,22.0,2.0,12500
6510,Volkswagen,2016,20.0,3.6,17990
6511,Volkswagen,2016,25.0,1.8,17990
6513,Toyota,2017,27.0,1.8,18331
6514,Toyota,2017,28.0,1.8,18331
6515,Toyota,2017,28.0,1.8,18331
6516,Pontiac,2003,25.0,1.8,2500
6517,Pontiac,2003,23.0,1.8,2500
6518,Pontiac,2003,25.0,1.8,2500
6519,Pontiac,2003,22.0,1.8,2500
6520,Nissan,2011,19.0,3.5,8900
6522,Volkswagen,2015,20.0,3.6,14500
6523,Volkswagen,2015,24.0,1.8,14500
6524,Volkswagen,2015,29.0,2.0,14500
6525,Volkswagen,2015,24.0,1.8,14500
6526,Volkswagen,2015,30.0,2.0,14500
6528,Volkswagen,2015,20.0,3.6,12500
6529,Volkswagen,2015,24.0,1.8,12500
6530,Volkswagen,2015,29.0,2.0,12500
6531,Volkswagen,2015,24.0,1.8,12500
6532,Volkswagen,2015,30.0,2.0,12500
6533,Volkswagen,2015,21.0,2.0,13990
6534,Honda,2015,29.0,1.8,12990
6535,Honda,2015,29.0,1.8,12990
6536,Honda,2015,28.0,1.8,12990
6537,Honda,2015,22.0,2.4,12990
6538,Honda,2015,18.0,3.5,18500
6539,Honda,2015,21.0,3.5,18500
6540,Honda,2015,21.0,3.5,18500
6541,Honda,2015,23.0,2.4,18500
6542,Honda,2015,27.0,2.4,18500
6543,Honda,2015,26.0,2.4,18500
6544,Volkswagen,2015,21.0,2.0,17990
6545,Volkswagen,2015,24.0,2.0,11500
6546,Volkswagen,2015,23.0,2.0,11500
6547,Volkswagen,2015,30.0,2.0,11500
6548,Volkswagen,2015,31.0,2.0,11500
6549,Volkswagen,2015,25.0,2.0,11500
6550,Volkswagen,2015,25.0,1.8,11500
6551,Volkswagen,2015,25.0,1.8,11500
6552,Volkswagen,2015,22.0,2.0,11500
6555,Volkswagen,2015,20.0,3.6,17250
6556,Volkswagen,2015,24.0,1.8,17250
6557,Volkswagen,2015,29.0,2.0,17250
6558,Volkswagen,2015,24.0,1.8,17250
6559,Volkswagen,2015,30.0,2.0,17250
6560,Volkswagen,2016,25.0,1.8,14990
6561,Volkswagen,2016,24.0,2.0,14990
6562,Volkswagen,2016,23.0,2.0,14990
6563,Volkswagen,2016,25.0,1.8,14990
6564,Volkswagen,2016,28.0,1.4,14990
6565,Volkswagen,2016,28.0,1.4,14990
6566,Volkswagen,2015,24.0,2.0,12990
6567,Volkswagen,2015,23.0,2.0,12990
6568,Volkswagen,2015,30.0,2.0,12990
6569,Volkswagen,2015,31.0,2.0,12990
6570,Volkswagen,2015,25.0,2.0,12990
6571,Volkswagen,2015,25.0,1.8,12990
6572,Volkswagen,2015,25.0,1.8,12990
6573,Volkswagen,2015,22.0,2.0,12990
6574,Volkswagen,2015,20.0,3.6,17750
6575,Volkswagen,2015,24.0,1.8,17750
6576,Volkswagen,2015,29.0,2.0,17750
6577,Volkswagen,2015,24.0,1.8,17750
6578,Volkswagen,2015,30.0,2.0,17750
6579,Volkswagen,2015,24.0,2.0,12500
6580,Volkswagen,2015,23.0,2.0,12500
6581,Volkswagen,2015,30.0,2.0,12500
6582,Volkswagen,2015,31.0,2.0,12500
6583,Volkswagen,2015,25.0,2.0,12500
6584,Volkswagen,2015,25.0,1.8,12500
6585,Volkswagen,2015,25.0,1.8,12500
6586,Volkswagen,2015,22.0,2.0,12500
6587,Volkswagen,2016,20.0,3.6,17990
6588,Volkswagen,2016,25.0,1.8,17990
6589,Porsche,2014,17.0,3.6,42800
6590,Porsche,2014,15.0,3.6,42800
6593,Nissan,2014,27.0,1.8,10850
6594,Nissan,2014,30.0,1.8,10850
6595,Nissan,2014,29.0,1.8,10850
6597,Volkswagen,2015,20.0,3.6,14500
6598,Volkswagen,2015,24.0,1.8,14500
6599,Volkswagen,2015,29.0,2.0,14500
6600,Volkswagen,2015,24.0,1.8,14500
6601,Volkswagen,2015,30.0,2.0,14500
6603,Volkswagen,2015,20.0,3.6,12500
6604,Volkswagen,2015,24.0,1.8,12500
6605,Volkswagen,2015,29.0,2.0,12500
6606,Volkswagen,2015,24.0,1.8,12500
6607,Volkswagen,2015,30.0,2.0,12500
6608,Volkswagen,2015,21.0,2.0,13990
6609,Honda,2015,29.0,1.8,12990
6610,Honda,2015,29.0,1.8,12990
6611,Honda,2015,28.0,1.8,12990
6612,Honda,2015,22.0,2.4,12990
6613,Honda,2015,18.0,3.5,18500
6614,Honda,2015,21.0,3.5,18500
6615,Honda,2015,21.0,3.5,18500
6616,Honda,2015,23.0,2.4,18500
6617,Honda,2015,27.0,2.4,18500
6618,Honda,2015,26.0,2.4,18500
6619,Volkswagen,2015,21.0,2.0,17990
6620,Volkswagen,2015,24.0,2.0,11500
6621,Volkswagen,2015,23.0,2.0,11500
6622,Volkswagen,2015,30.0,2.0,11500
6623,Volkswagen,2015,31.0,2.0,11500
6624,Volkswagen,2015,25.0,2.0,11500
6625,Volkswagen,2015,25.0,1.8,11500
6626,Volkswagen,2015,25.0,1.8,11500
6627,Volkswagen,2015,22.0,2.0,11500
6630,Volkswagen,2015,20.0,3.6,17250
6631,Volkswagen,2015,24.0,1.8,17250
6632,Volkswagen,2015,29.0,2.0,17250
6633,Volkswagen,2015,24.0,1.8,17250
6634,Volkswagen,2015,30.0,2.0,17250
6635,Volkswagen,2016,25.0,1.8,14990
6636,Volkswagen,2016,24.0,2.0,14990
6637,Volkswagen,2016,23.0,2.0,14990
6638,Volkswagen,2016,25.0,1.8,14990
6639,Volkswagen,2016,28.0,1.4,14990
6640,Volkswagen,2016,28.0,1.4,14990
6641,Volkswagen,2015,24.0,2.0,12990
6642,Volkswagen,2015,23.0,2.0,12990
6643,Volkswagen,2015,30.0,2.0,12990
6644,Volkswagen,2015,31.0,2.0,12990
6645,Volkswagen,2015,25.0,2.0,12990
6646,Volkswagen,2015,25.0,1.8,12990
6647,Volkswagen,2015,25.0,1.8,12990
6648,Volkswagen,2015,22.0,2.0,12990
6649,Volkswagen,2015,20.0,3.6,17750
6650,Volkswagen,2015,24.0,1.8,17750
6651,Volkswagen,2015,29.0,2.0,17750
6652,Volkswagen,2015,24.0,1.8,17750
6653,Volkswagen,2015,30.0,2.0,17750
6654,Volkswagen,2015,24.0,2.0,12500
6655,Volkswagen,2015,23.0,2.0,12500
6656,Volkswagen,2015,30.0,2.0,12500
6657,Volkswagen,2015,31.0,2.0,12500
6658,Volkswagen,2015,25.0,2.0,12500
6659,Volkswagen,2015,25.0,1.8,12500
6660,Volkswagen,2015,25.0,1.8,12500
6661,Volkswagen,2015,22.0,2.0,12500
6662,Volkswagen,2016,20.0,3.6,17990
6663,Volkswagen,2016,25.0,1.8,17990
6668,Audi,2014,17.0,4.0,39888
6669,Audi,2014,18.0,3.0,39888
6670,Volkswagen,2015,20.0,3.6,14500
6671,Volkswagen,2015,24.0,1.8,14500
6672,Volkswagen,2015,29.0,2.0,14500
6673,Volkswagen,2015,24.0,1.8,14500
6674,Volkswagen,2015,30.0,2.0,14500
6676,Volkswagen,2015,20.0,3.6,12500
6677,Volkswagen,2015,24.0,1.8,12500
6678,Volkswagen,2015,29.0,2.0,12500
6679,Volkswagen,2015,24.0,1.8,12500
6680,Volkswagen,2015,30.0,2.0,12500
6681,Volkswagen,2015,21.0,2.0,13990
6682,Honda,2015,29.0,1.8,12990
6683,Honda,2015,29.0,1.8,12990
6684,Honda,2015,28.0,1.8,12990
6685,Honda,2015,22.0,2.4,12990
6686,Honda,2015,18.0,3.5,18500
6687,Honda,2015,21.0,3.5,18500
6688,Honda,2015,21.0,3.5,18500
6689,Honda,2015,23.0,2.4,18500
6690,Honda,2015,27.0,2.4,18500
6691,Honda,2015,26.0,2.4,18500
6692,Volkswagen,2015,21.0,2.0,17990
6693,Volkswagen,2015,24.0,2.0,11500
6694,Volkswagen,2015,23.0,2.0,11500
6695,Volkswagen,2015,30.0,2.0,11500
6696,Volkswagen,2015,31.0,2.0,11500
6697,Volkswagen,2015,25.0,2.0,11500
6698,Volkswagen,2015,25.0,1.8,11500
6699,Volkswagen,2015,25.0,1.8,11500
6700,Volkswagen,2015,22.0,2.0,11500
6703,Volkswagen,2015,20.0,3.6,17250
6704,Volkswagen,2015,24.0,1.8,17250
6705,Volkswagen,2015,29.0,2.0,17250
6706,Volkswagen,2015,24.0,1.8,17250
6707,Volkswagen,2015,30.0,2.0,17250
6708,Volkswagen,2016,25.0,1.8,14990
6709,Volkswagen,2016,24.0,2.0,14990
6710,Volkswagen,2016,23.0,2.0,14990
6711,Volkswagen,2016,25.0,1.8,14990
6712,Volkswagen,2016,28.0,1.4,14990
6713,Volkswagen,2016,28.0,1.4,14990
6714,Volkswagen,2015,24.0,2.0,12990
6715,Volkswagen,2015,23.0,2.0,12990
6716,Volkswagen,2015,30.0,2.0,12990
6717,Volkswagen,2015,31.0,2.0,12990
6718,Volkswagen,2015,25.0,2.0,12990
6719,Volkswagen,2015,25.0,1.8,12990
6720,Volkswagen,2015,25.0,1.8,12990
6721,Volkswagen,2015,22.0,2.0,12990
6722,Volkswagen,2015,20.0,3.6,17750
6723,Volkswagen,2015,24.0,1.8,17750
6724,Volkswagen,2015,29.0,2.0,17750
6725,Volkswagen,2015,24.0,1.8,17750
6726,Volkswagen,2015,30.0,2.0,17750
6727,Volkswagen,2015,24.0,2.0,12500
6728,Volkswagen,2015,23.0,2.0,12500
6729,Volkswagen,2015,30.0,2.0,12500
6730,Volkswagen,2015,31.0,2.0,12500
6731,Volkswagen,2015,25.0,2.0,12500
6732,Volkswagen,2015,25.0,1.8,12500
6733,Volkswagen,2015,25.0,1.8,12500
6734,Volkswagen,2015,22.0,2.0,12500
6735,Volkswagen,2016,20.0,3.6,17990
6736,Volkswagen,2016,25.0,1.8,17990
6740,Buick,2013,25.0,1.4,9988
6741,Volkswagen,2015,20.0,3.6,14500
6742,Volkswagen,2015,24.0,1.8,14500
6743,Volkswagen,2015,29.0,2.0,14500
6744,Volkswagen,2015,24.0,1.8,14500
6745,Volkswagen,2015,30.0,2.0,14500
6746,Volkswagen,2015,20.0,3.6,12500
6747,Volkswagen,2015,24.0,1.8,12500
6748,Volkswagen,2015,29.0,2.0,12500
6749,Volkswagen,2015,24.0,1.8,12500
6750,Volkswagen,2015,30.0,2.0,12500
6751,Volkswagen,2015,21.0,2.0,13990
6752,Honda,2015,29.0,1.8,12990
6753,Honda,2015,29.0,1.8,12990
6754,Honda,2015,28.0,1.8,12990
6755,Honda,2015,22.0,2.4,12990
6756,Honda,2015,18.0,3.5,18500
6757,Honda,2015,21.0,3.5,18500
6758,Honda,2015,21.0,3.5,18500
6759,Honda,2015,23.0,2.4,18500
6760,Honda,2015,27.0,2.4,18500
6761,Honda,2015,26.0,2.4,18500
6762,Volkswagen,2015,21.0,2.0,17990
6763,Volkswagen,2015,24.0,2.0,11500
6764,Volkswagen,2015,23.0,2.0,11500
6765,Volkswagen,2015,30.0,2.0,11500
6766,Volkswagen,2015,31.0,2.0,11500
6767,Volkswagen,2015,25.0,2.0,11500
6768,Volkswagen,2015,25.0,1.8,11500
6769,Volkswagen,2015,25.0,1.8,11500
6770,Volkswagen,2015,22.0,2.0,11500
6773,Volkswagen,2015,20.0,3.6,17250
6774,Volkswagen,2015,24.0,1.8,17250
6775,Volkswagen,2015,29.0,2.0,17250
6776,Volkswagen,2015,24.0,1.8,17250
6777,Volkswagen,2015,30.0,2.0,17250
6778,Volkswagen,2016,25.0,1.8,14990
6779,Volkswagen,2016,24.0,2.0,14990
6780,Volkswagen,2016,23.0,2.0,14990
6781,Volkswagen,2016,25.0,1.8,14990
6782,Volkswagen,2016,28.0,1.4,14990
6783,Volkswagen,2016,28.0,1.4,14990
6784,Volkswagen,2015,24.0,2.0,12990
6785,Volkswagen,2015,23.0,2.0,12990
6786,Volkswagen,2015,30.0,2.0,12990
6787,Volkswagen,2015,31.0,2.0,12990
6788,Volkswagen,2015,25.0,2.0,12990
6789,Volkswagen,2015,25.0,1.8,12990
6790,Volkswagen,2015,25.0,1.8,12990
6791,Volkswagen,2015,22.0,2.0,12990
6792,Volkswagen,2015,20.0,3.6,17750
6793,Volkswagen,2015,24.0,1.8,17750
6794,Volkswagen,2015,29.0,2.0,17750
6795,Volkswagen,2015,24.0,1.8,17750
6796,Volkswagen,2015,30.0,2.0,17750
6797,Volkswagen,2015,24.0,2.0,12500
6798,Volkswagen,2015,23.0,2.0,12500
6799,Volkswagen,2015,30.0,2.0,12500
6800,Volkswagen,2015,31.0,2.0,12500
6801,Volkswagen,2015,25.0,2.0,12500
6802,Volkswagen,2015,25.0,1.8,12500
6803,Volkswagen,2015,25.0,1.8,12500
6804,Volkswagen,2015,22.0,2.0,12500
6805,Volkswagen,2016,20.0,3.6,17990
6806,Volkswagen,2016,25.0,1.8,17990
6807,Volkswagen,2015,24.0,2.0,9500
6808,Volkswagen,2015,23.0,2.0,9500
6809,Volkswagen,2015,30.0,2.0,9500
6810,Volkswagen,2015,31.0,2.0,9500
6811,Volkswagen,2015,25.0,2.0,9500
6812,Volkswagen,2015,25.0,1.8,9500
6813,Volkswagen,2015,25.0,1.8,9500
6814,Volkswagen,2015,22.0,2.0,9500
6816,Hyundai,2016,28.0,1.8,14595
6817,Hyundai,2016,27.0,1.8,14595
6818,Hyundai,2016,24.0,2.0,14595
6819,Hyundai,2016,24.0,2.0,14595
6820,Honda,2014,26.0,2.4,16950
6821,Honda,2014,21.0,3.5,16950
6822,Honda,2014,18.0,3.5,16950
6823,Honda,2014,24.0,2.4,16950
6824,Honda,2014,26.0,2.4,16950
6825,Honda,2014,21.0,3.5,16950
6826,Volkswagen,2015,20.0,3.6,14500
6827,Volkswagen,2015,24.0,1.8,14500
6828,Volkswagen,2015,29.0,2.0,14500
6829,Volkswagen,2015,24.0,1.8,14500
6830,Volkswagen,2015,30.0,2.0,14500
6832,Volkswagen,2015,20.0,3.6,12500
6833,Volkswagen,2015,24.0,1.8,12500
6834,Volkswagen,2015,29.0,2.0,12500
6835,Volkswagen,2015,24.0,1.8,12500
6836,Volkswagen,2015,30.0,2.0,12500
6837,Volkswagen,2015,21.0,2.0,13990
6838,Honda,2015,29.0,1.8,12990
6839,Honda,2015,29.0,1.8,12990
6840,Honda,2015,28.0,1.8,12990
6841,Honda,2015,22.0,2.4,12990
6842,Honda,2015,18.0,3.5,18500
6843,Honda,2015,21.0,3.5,18500
6844,Honda,2015,21.0,3.5,18500
6845,Honda,2015,23.0,2.4,18500
6846,Honda,2015,27.0,2.4,18500
6847,Honda,2015,26.0,2.4,18500
6848,Volkswagen,2015,21.0,2.0,17990
6849,Volkswagen,2015,24.0,2.0,11500
6850,Volkswagen,2015,23.0,2.0,11500
6851,Volkswagen,2015,30.0,2.0,11500
6852,Volkswagen,2015,31.0,2.0,11500
6853,Volkswagen,2015,25.0,2.0,11500
6854,Volkswagen,2015,25.0,1.8,11500
6855,Volkswagen,2015,25.0,1.8,11500
6856,Volkswagen,2015,22.0,2.0,11500
6859,Volkswagen,2015,20.0,3.6,17250
6860,Volkswagen,2015,24.0,1.8,17250
6861,Volkswagen,2015,29.0,2.0,17250
6862,Volkswagen,2015,24.0,1.8,17250
6863,Volkswagen,2015,30.0,2.0,17250
6864,Volkswagen,2016,25.0,1.8,14990
6865,Volkswagen,2016,24.0,2.0,14990
6866,Volkswagen,2016,23.0,2.0,14990
6867,Volkswagen,2016,25.0,1.8,14990
6868,Volkswagen,2016,28.0,1.4,14990
6869,Volkswagen,2016,28.0,1.4,14990
6870,Volkswagen,2015,24.0,2.0,12990
6871,Volkswagen,2015,23.0,2.0,12990
6872,Volkswagen,2015,30.0,2.0,12990
6873,Volkswagen,2015,31.0,2.0,12990
6874,Volkswagen,2015,25.0,2.0,12990
6875,Volkswagen,2015,25.0,1.8,12990
6876,Volkswagen,2015,25.0,1.8,12990
6877,Volkswagen,2015,22.0,2.0,12990
6878,Volkswagen,2015,20.0,3.6,17750
6879,Volkswagen,2015,24.0,1.8,17750
6880,Volkswagen,2015,29.0,2.0,17750
6881,Volkswagen,2015,24.0,1.8,17750
6882,Volkswagen,2015,30.0,2.0,17750
6883,Volkswagen,2015,24.0,2.0,12500
6884,Volkswagen,2015,23.0,2.0,12500
6885,Volkswagen,2015,30.0,2.0,12500
6886,Volkswagen,2015,31.0,2.0,12500
6887,Volkswagen,2015,25.0,2.0,12500
6888,Volkswagen,2015,25.0,1.8,12500
6889,Volkswagen,2015,25.0,1.8,12500
6890,Volkswagen,2015,22.0,2.0,12500
6893,Hyundai,2017,28.0,2.0,12888
6894,Hyundai,2017,26.0,2.0,12888
6895,Hyundai,2017,32.0,1.4,12888
6896,Hyundai,2017,26.0,1.6,12888
6897,Hyundai,2017,22.0,1.6,12888
6899,Volkswagen,2015,20.0,3.6,14500
6900,Volkswagen,2015,24.0,1.8,14500
6901,Volkswagen,2015,29.0,2.0,14500
6902,Volkswagen,2015,24.0,1.8,14500
6903,Volkswagen,2015,30.0,2.0,14500
6905,Volkswagen,2015,20.0,3.6,12500
6906,Volkswagen,2015,24.0,1.8,12500
6907,Volkswagen,2015,29.0,2.0,12500
6908,Volkswagen,2015,24.0,1.8,12500
6909,Volkswagen,2015,30.0,2.0,12500
6910,Volkswagen,2015,21.0,2.0,13990
6911,Honda,2015,29.0,1.8,12990
6912,Honda,2015,29.0,1.8,12990
6913,Honda,2015,28.0,1.8,12990
6914,Honda,2015,22.0,2.4,12990
6915,Honda,2015,18.0,3.5,18500
6916,Honda,2015,21.0,3.5,18500
6917,Honda,2015,21.0,3.5,18500
6918,Honda,2015,23.0,2.4,18500
6919,Honda,2015,27.0,2.4,18500
6920,Honda,2015,26.0,2.4,18500
6921,Volkswagen,2015,21.0,2.0,17990
6922,Volkswagen,2015,24.0,2.0,11500
6923,Volkswagen,2015,23.0,2.0,11500
6924,Volkswagen,2015,30.0,2.0,11500
6925,Volkswagen,2015,31.0,2.0,11500
6926,Volkswagen,2015,25.0,2.0,11500
6927,Volkswagen,2015,25.0,1.8,11500
6928,Volkswagen,2015,25.0,1.8,11500
6929,Volkswagen,2015,22.0,2.0,11500
6932,Volkswagen,2015,20.0,3.6,17250
6933,Volkswagen,2015,24.0,1.8,17250
6934,Volkswagen,2015,29.0,2.0,17250
6935,Volkswagen,2015,24.0,1.8,17250
6936,Volkswagen,2015,30.0,2.0,17250
6937,Volkswagen,2016,25.0,1.8,14990
6938,Volkswagen,2016,24.0,2.0,14990
6939,Volkswagen,2016,23.0,2.0,14990
6940,Volkswagen,2016,25.0,1.8,14990
6941,Volkswagen,2016,28.0,1.4,14990
6942,Volkswagen,2016,28.0,1.4,14990
6943,Volkswagen,2015,24.0,2.0,12990
6944,Volkswagen,2015,23.0,2.0,12990
6945,Volkswagen,2015,30.0,2.0,12990
6946,Volkswagen,2015,31.0,2.0,12990
6947,Volkswagen,2015,25.0,2.0,12990
6948,Volkswagen,2015,25.0,1.8,12990
6949,Volkswagen,2015,25.0,1.8,12990
6950,Volkswagen,2015,22.0,2.0,12990
6951,Nissan,2019,28.0,2.5,40311
6954,Volkswagen,2015,20.0,3.6,14500
6955,Volkswagen,2015,24.0,1.8,14500
6956,Volkswagen,2015,29.0,2.0,14500
6957,Volkswagen,2015,24.0,1.8,14500
6958,Volkswagen,2015,30.0,2.0,14500
6960,Volkswagen,2015,20.0,3.6,12500
6961,Volkswagen,2015,24.0,1.8,12500
6962,Volkswagen,2015,29.0,2.0,12500
