brand,model,Year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address,Transmission,mpg,Displacement
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (variable gear ratios),27,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (AV-S7),26,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,18,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic 6-spd,21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (S6),21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,23,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (variable gear ratios),27,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (AV-S7),26,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,18,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic 6-spd,21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (S6),21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,23,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (variable gear ratios),27,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (AV-S7),26,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,18,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic 6-spd,21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (S6),21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,23,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (variable gear ratios),27,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (AV-S7),26,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,18,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic 6-spd,21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (S6),21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,23,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (variable gear ratios),27,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (AV-S7),26,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,18,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic 6-spd,21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (S6),21,3500.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Manual 6-spd,23,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (variable gear ratios),27,2400.0
Honda,Accord,2015,"$18,500.00 ",Black,TOURING AUT0 NAVI LEATHER SUNROOF CAMERA 98K,Used,Sedan,Front-wheel drive (FWD),Other,na,"98,148",https://reports.carproof.com/en/main?id=IZbt7bmqBHVAyuoXucXW8QRLZvdGuFAz&utm_ref=kijiji,"1235 Finch Ave. W., Toronto, ON, M3J 2G4",Automatic (AV-S7),26,2400.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 6-spd,27,1500.0
Chevrolet,Malibu,2017,"$19,999.00 ",Blue,LTLEATHER|NAVI|PANOROOF|,Used,Sedan,Front-wheel drive (FWD),Automatic,na,"41,432",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST3HF260990,"2701 Derry Rd. E, Mississauga, ON, L4T 1A2",Automatic 9-spd,22,2000.0
Chevrolet,Malibu,2017,"$19,999.00 ",Black,LT-NAVIGATION-PANO ROOF-LEATHER-ONLY 54KM,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"54,000",https://www.carproof.com/order?ref=kijiji&vin=1G1ZE5ST6HF194953,"301 Weston Road, Toronto, ON, M6N3P1",Automatic 6-spd,27,1500.0
