make,mileage,model,price,vin,Year,Transmission,mpg,Displacement
Buick,16087,Encore,19100,KL4CJBSB9HB115131,2017,Automatic (S6),27.0,1.4
Lexus,39973,IS 350,29455,JTHCE1D23F5010015,2015,Automatic (S8),19.0,3.5
Kia,35649,Sportage,15100,KNDPB3AC7G7795522,2016,,,
Volkswagen,29677,Beetle,13400,3VWJL7AT9DM647090,2013,Manual 6-spd,27.0,2.0
Volkswagen,29677,Beetle,13400,3VWJL7AT9DM647090,2013,Manual 6-spd,21.0,2.0
Volkswagen,29677,Beetle,13400,3VWJL7AT9DM647090,2013,Automatic (AM-S6),28.0,2.0
Volkswagen,29677,Beetle,13400,3VWJL7AT9DM647090,2013,Automatic (S6),22.0,2.5
Volkswagen,29677,Beetle,13400,3VWJL7AT9DM647090,2013,Automatic (AM-S6),22.0,2.0
Volkswagen,29677,Beetle,13400,3VWJL7AT9DM647090,2013,Manual 5-spd,22.0,2.5
Lexus,45092,ES 350,26855,JTHBK1GG2G2223097,2016,Automatic (S6),21.0,3.5
Nissan,37768,Rogue,17500,KNMAT2MV7HP585370,2017,,,
Chevrolet,31571,Impala,16999,2G1105S35H9163035,2017,Automatic (S6),22.0,2.5
Chevrolet,31571,Impala,16999,2G1105S35H9163035,2017,Automatic (S6),18.0,3.6
Chevrolet,31571,Impala,16999,2G1105S35H9163035,2017,Automatic (S6),19.0,3.6
Nissan,48515,Rogue,14400,JN8AT2MT3HW393534,2017,,,
Ford,22066,Fusion,14900,3FA6P0H74GR348794,2016,,,
Lexus,719,IS 300,38130,JTHC81D22J5032992,2018,Automatic (S8),22.0,2.0
Infiniti,19250,Q70,27300,JN1BY1AP6FM540489,2015,Automatic (S7),16.0,5.6
Infiniti,19250,Q70,27300,JN1BY1AP6FM540489,2015,Automatic (S7),18.0,3.7
Volkswagen,20322,Tiguan,17900,WVGAV7AX9GW530030,2016,Automatic (S6),21.0,2.0
Ram,45082,Pickup 1500,24780,1C6RR7LTXHS713104,2017,,,
Nissan,85930,Rogue,9800,JN8AS5MT7CW273233,2012,,,
Kia,57378,Optima,12700,KNAGM4A7XF5598161,2015,Automatic (S6),20.0,2.0
Kia,57378,Optima,12700,KNAGM4A7XF5598161,2015,Automatic (S6),23.0,2.4
Chevrolet,25885,Trax,15000,KL7CJLSB0GB690337,2016,Automatic (S6),26.0,1.4
Kia,41172,Forte5,13100,KNAFX5A81G5628876,2016,,,
Nissan,16916,Rogue,15600,JN8AS5MT4FW674002,2015,,,
Acura,42402,RLX,26100,JH4KC1F51GC000511,2016,Automatic (S6),20.0,3.5
Chevrolet,19573,Equinox,21100,2GNALDEK4H6209961,2017,,,
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Manual 6-spd,13.0,7.0
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Automatic (S6),15.0,6.2
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Automatic 6-spd,19.0,3.6
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Automatic (S6),18.0,3.6
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Manual 6-spd,17.0,3.6
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Manual 6-spd,16.0,6.2
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Automatic (S6),12.0,6.2
Chevrolet,48354,Camaro,24200,2G1FK3DJ1F9178273,2015,Manual 6-spd,14.0,6.2
Ford,38171,Mustang,19500,1FATP8UH3F5386602,2015,Manual 6-spd,17.0,3.7
Ford,38171,Mustang,19500,1FATP8UH3F5386602,2015,Automatic 6-spd,19.0,3.7
Ford,38171,Mustang,19500,1FATP8UH3F5386602,2015,Manual 6-spd,15.0,5.0
Ford,38171,Mustang,19500,1FATP8UH3F5386602,2015,Manual 6-spd,22.0,2.3
Ford,38171,Mustang,19500,1FATP8UH3F5386602,2015,Automatic (S6),21.0,2.3
Ford,38171,Mustang,19500,1FATP8UH3F5386602,2015,Automatic 6-spd,16.0,5.0
Nissan,57695,Sentra,10100,3N1AB7AP3EY279267,2014,Manual 6-spd,27.0,1.8
Nissan,57695,Sentra,10100,3N1AB7AP3EY279267,2014,Automatic (variable gear ratios),30.0,1.8
Nissan,57695,Sentra,10100,3N1AB7AP3EY279267,2014,Automatic (variable gear ratios),29.0,1.8
Mazda,42677,Mazda6,16200,JM1GL1V58H1116794,2017,,,
Nissan,21191,Murano,26300,5N1AZ2MH8HN189710,2017,,,
Infiniti,45333,Q70L,24580,JN1BY1PPXFM600197,2015,,,
Volkswagen,27081,CC,15000,WVWBP7AN7EE525560,2014,Automatic (AM-S6),22.0,2.0
Volkswagen,27081,CC,15000,WVWBP7AN7EE525560,2014,Manual 6-spd,21.0,2.0
Chevrolet,34479,Impala,20800,2G1145S35H9156476,2017,Automatic (S6),22.0,2.5
Chevrolet,34479,Impala,20800,2G1145S35H9156476,2017,Automatic (S6),18.0,3.6
Chevrolet,34479,Impala,20800,2G1145S35H9156476,2017,Automatic (S6),19.0,3.6
Hyundai,37956,Elantra,12000,KMHDH4AEXFU423645,2015,Automatic (S6),24.0,2.0
Hyundai,37956,Elantra,12000,KMHDH4AEXFU423645,2015,Manual 6-spd,24.0,2.0
Hyundai,37956,Elantra,12000,KMHDH4AEXFU423645,2015,Automatic (S6),27.0,1.8
Hyundai,37956,Elantra,12000,KMHDH4AEXFU423645,2015,Manual 6-spd,27.0,1.8
Hyundai,43175,Elantra,12600,5NPD74LF0HH151245,2017,Automatic (S6),28.0,2.0
Hyundai,43175,Elantra,12600,5NPD74LF0HH151245,2017,Manual 6-spd,26.0,2.0
Hyundai,43175,Elantra,12600,5NPD74LF0HH151245,2017,Automatic (AM7),32.0,1.4
Hyundai,43175,Elantra,12600,5NPD74LF0HH151245,2017,Automatic (AM7),26.0,1.6
Hyundai,43175,Elantra,12600,5NPD74LF0HH151245,2017,Manual 6-spd,22.0,1.6
Land Rover,50712,Range Rover,53400,SALGS2KF6GA258249,2016,Automatic (S8),14.0,5.0
Land Rover,50712,Range Rover,53400,SALGS2KF6GA258249,2016,Automatic (S8),17.0,3.0
Hyundai,39178,Santa Fe Sport,16600,5NMZT3LB2HH029962,2017,,,
Kia,36793,K900,20499,KNALU4D48F6026239,2015,Automatic 8-spd,18.0,3.8
Kia,36793,K900,20499,KNALU4D48F6026239,2015,Automatic 8-spd,15.0,5.0
Lexus,11533,ES 350,29080,58ABK1GG0GU030778,2016,Automatic (S6),21.0,3.5
Dodge,17256,Challenger,20900,2C3CDZAG5GH195802,2016,Automatic 8-spd,19.0,3.6
Dodge,17256,Challenger,20900,2C3CDZAG5GH195802,2016,Automatic 8-spd,16.0,5.7
Dodge,17256,Challenger,20900,2C3CDZAG5GH195802,2016,Automatic 8-spd,15.0,6.4
Dodge,17256,Challenger,20900,2C3CDZAG5GH195802,2016,Manual 6-spd,15.0,5.7
Dodge,17256,Challenger,20900,2C3CDZAG5GH195802,2016,Manual 6-spd,14.0,6.4
Toyota,13759,Corolla,15500,2T1BURHE8JC102199,2018,Automatic (variable gear ratios),28.0,1.8
Toyota,13759,Corolla,15500,2T1BURHE8JC102199,2018,Automatic (AV-S7),28.0,1.8
Toyota,13759,Corolla,15500,2T1BURHE8JC102199,2018,Manual 6-spd,27.0,1.8
Volkswagen,30650,Tiguan,17200,WVGAV7AX8FW558996,2015,Automatic (S6),21.0,2.0
Subaru,30347,Forester,21900,JF2SJADC4GH421555,2016,,,
Land Rover,25955,Range Rover Velar,45855,SALYA2RX0JA747713,2018,Automatic (S8),18.0,3.0
Land Rover,25955,Range Rover Velar,45855,SALYA2RX0JA747713,2018,Automatic (S8),21.0,2.0
Land Rover,25955,Range Rover Velar,45855,SALYA2RX0JA747713,2018,Automatic (S8),26.0,2.0
Kia,14364,Sportage,18700,KNDPM3AC0J7456411,2018,,,
Audi,27970,Q5,25785,WA1CMAFP9EA072712,2014,Automatic (S8),18.0,3.0
Audi,27970,Q5,25785,WA1CMAFP9EA072712,2014,Automatic (S8),20.0,2.0
Audi,27970,Q5,25785,WA1CMAFP9EA072712,2014,Automatic (S8),23.0,3.0
Nissan,17357,Altima,19200,1N4AL3AP6JC155683,2018,Automatic (variable gear ratios),27.0,2.5
Nissan,17357,Altima,19200,1N4AL3AP6JC155683,2018,Automatic (AV-S7),22.0,3.5
Mitsubishi,40514,Outlander,15900,JA4AD2A31HZ017999,2017,,,
Audi,15564,A4,29000,WAUANAF42HN027279,2017,Automatic (AM-S7),25.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Automatic (AM-S6),24.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Manual 6-spd,22.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Automatic (AM-S6),29.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Manual 6-spd,29.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Automatic (S6),23.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Manual 5-spd,24.0,2.0
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Automatic (S6),24.0,2.5
Volkswagen,31970,Jetta,12500,3VWPL7AJ4DM663951,2013,Manual 5-spd,23.0,2.5
Ford,5620,Focus,15999,1FADP3N28JL252240,2018,,,
Chevrolet,42148,Impala,16500,1G1105S36HU201648,2017,Automatic (S6),22.0,2.5
Chevrolet,42148,Impala,16500,1G1105S36HU201648,2017,Automatic (S6),18.0,3.6
Chevrolet,42148,Impala,16500,1G1105S36HU201648,2017,Automatic (S6),19.0,3.6
Ford,36690,Fusion Hybrid,15400,3FA6P0LU7HR374210,2017,,,
Nissan,39592,Sentra,13300,3N1AB7AP4HL684085,2017,Manual 6-spd,27.0,1.8
Nissan,39592,Sentra,13300,3N1AB7AP4HL684085,2017,Automatic (variable gear ratios),29.0,1.8
Nissan,39592,Sentra,13300,3N1AB7AP4HL684085,2017,Manual 6-spd,26.0,1.6
Nissan,39592,Sentra,13300,3N1AB7AP4HL684085,2017,Automatic (AV-S7),27.0,1.6
Kia,74503,Sorento,14300,5XYKT4A66EG524913,2014,,,
Ford,32866,Edge,17999,2FMTK4J91FBB98537,2015,,,
Lincoln,46807,MKZ,23600,3LN6L5D98HR623848,2017,,,
Lexus,11516,RX 350,42500,2T2ZZMCA7HC073193,2017,Automatic (S8),20.0,3.5
Kia,37493,Optima,15900,5XXGN4A71FG492046,2015,Automatic (S6),20.0,2.0
Kia,37493,Optima,15900,5XXGN4A71FG492046,2015,Automatic (S6),23.0,2.4
Hyundai,26767,Sonata,15900,5NPE34AF4GH359050,2016,Automatic (S6),22.0,2.0
Hyundai,26767,Sonata,15900,5NPE34AF4GH359050,2016,Automatic (S6),25.0,2.4
Hyundai,26767,Sonata,15900,5NPE34AF4GH359050,2016,Automatic (AM7),28.0,1.6
Toyota,35324,Corolla,14100,5YFBURHE3FP290749,2015,Automatic (variable gear ratios),29.0,1.8
Toyota,35324,Corolla,14100,5YFBURHE3FP290749,2015,Automatic 4-spd,27.0,1.8
Toyota,35324,Corolla,14100,5YFBURHE3FP290749,2015,Manual 6-spd,28.0,1.8
Toyota,35324,Corolla,14100,5YFBURHE3FP290749,2015,Automatic (AV-S7),28.0,1.8
Hyundai,26281,Tucson,21000,KM8J33A28GU048003,2016,,,
Ford,37221,Fiesta,11800,3FADP4EJ7HM119877,2017,,,
Jeep,16954,Wrangler Unlimited,31630,1C4BJWDG0HL639635,2017,,,
Volkswagen,32120,Golf,14700,WVWDM7AJ6DW131040,2013,Automatic (AM-S6),29.0,2.0
Volkswagen,32120,Golf,14700,WVWDM7AJ6DW131040,2013,Manual 6-spd,29.0,2.0
Volkswagen,32120,Golf,14700,WVWDM7AJ6DW131040,2013,Automatic (S6),24.0,2.5
Volkswagen,32120,Golf,14700,WVWDM7AJ6DW131040,2013,Manual 5-spd,23.0,2.5
Nissan,50241,Altima,13800,1N4AL3AP6HC214290,2017,Automatic (variable gear ratios),27.0,2.5
Nissan,50241,Altima,13800,1N4AL3AP6HC214290,2017,Automatic (AV-S7),22.0,3.5
Infiniti,39732,Q60,27880,JN1EV7EL6HM554007,2017,Automatic (S7),19.0,3.0
Infiniti,39732,Q60,27880,JN1EV7EL6HM554007,2017,Automatic (S7),22.0,2.0
FIAT,44176,500L,12200,ZFBCFADH8EZ006569,2014,,,
Ford,48059,Expedition,24850,1FMJU1JT3HEA78743,2017,,,
Ford,39704,Edge,22500,2FMPK4K96HBB90520,2017,,,
Nissan,37339,Rogue,16400,KNMAT2MV0FP574756,2015,,,
Lincoln,29480,MKZ,21999,3LN6L5E93HR648512,2017,,,
Hyundai,40259,Accent,9275,KMHCT4AE9HU174476,2017,Automatic (S6),26.0,1.6
Hyundai,40259,Accent,9275,KMHCT4AE9HU174476,2017,Manual 6-spd,27.0,1.6
Ford,41624,Focus,9999,1FADP3K2XFL223513,2015,,,
Buick,21164,LaCrosse,21930,1G4ZP5SZ6JU127708,2018,Automatic (S9),21.0,3.6
Nissan,46203,Pathfinder,18300,5N1DR2MN7HC697519,2017,,,
Volkswagen,39329,Passat,12200,1VWAS7A34EC044067,2014,Automatic (AM-S6),20.0,3.6
Volkswagen,39329,Passat,12200,1VWAS7A34EC044067,2014,Automatic (AM-S6),30.0,2.0
Volkswagen,39329,Passat,12200,1VWAS7A34EC044067,2014,Manual 5-spd,24.0,1.8
Volkswagen,39329,Passat,12200,1VWAS7A34EC044067,2014,Automatic (S6),24.0,1.8
Volkswagen,39329,Passat,12200,1VWAS7A34EC044067,2014,Automatic (S6),22.0,2.5
Volkswagen,39329,Passat,12200,1VWAS7A34EC044067,2014,Manual 5-spd,22.0,2.5
Nissan,41325,Rogue,16400,KNMAT2MV0HP569494,2017,,,
Toyota,19010,Avalon,18999,4T1BK1EB5FU189681,2015,Automatic (S6),21.0,3.5
Hyundai,25811,Sonata,15700,5NPE34AF9GH374109,2016,Automatic (S6),22.0,2.0
Hyundai,25811,Sonata,15700,5NPE34AF9GH374109,2016,Automatic (S6),25.0,2.4
Hyundai,25811,Sonata,15700,5NPE34AF9GH374109,2016,Automatic (AM7),28.0,1.6
Chevrolet,47606,Equinox,16400,2GNALCEK3G1171869,2016,,,
Toyota,41607,Prius,17200,JTDKN3DU6F1995041,2015,Automatic (variable gear ratios),50.0,1.8
Toyota,32112,Corolla,11999,2T1BURHE9HC936640,2017,Manual 6-spd,27.0,1.8
Toyota,32112,Corolla,11999,2T1BURHE9HC936640,2017,Automatic (variable gear ratios),28.0,1.8
Toyota,32112,Corolla,11999,2T1BURHE9HC936640,2017,Automatic (AV-S7),28.0,1.8
Honda,53456,Accord,21600,1HGCR3F94GA020977,2016,Manual 6-spd,18.0,3.5
Honda,53456,Accord,21600,1HGCR3F94GA020977,2016,Automatic 6-spd,21.0,3.5
Honda,53456,Accord,21600,1HGCR3F94GA020977,2016,Automatic (S6),21.0,3.5
Honda,53456,Accord,21600,1HGCR3F94GA020977,2016,Manual 6-spd,23.0,2.4
Honda,53456,Accord,21600,1HGCR3F94GA020977,2016,Automatic (variable gear ratios),27.0,2.4
Honda,53456,Accord,21600,1HGCR3F94GA020977,2016,Automatic (AV-S7),26.0,2.4
Ram,9767,Pickup 1500,28480,1C6RR7GT8HS680341,2017,,,
Hyundai,34158,Sonata,14600,5NPE24AF3GH319674,2016,Automatic (S6),22.0,2.0
Hyundai,34158,Sonata,14600,5NPE24AF3GH319674,2016,Automatic (S6),25.0,2.4
Hyundai,34158,Sonata,14600,5NPE24AF3GH319674,2016,Automatic (AM7),28.0,1.6
Volkswagen,13531,Beetle,13999,3VWFD7AT5JM706201,2018,Automatic (S6),26.0,2.0
Jeep,63084,Cherokee,16800,1C4PJMCB4GW357091,2016,,,
Chevrolet,38889,Impala,21100,2G1145S32G9141643,2016,Automatic (S6),19.0,3.6
Chevrolet,38889,Impala,21100,2G1145S32G9141643,2016,Automatic (S6),18.0,3.6
Chevrolet,38889,Impala,21100,2G1145S32G9141643,2016,Automatic (S6),22.0,2.5
Ram,28821,Pickup 1500,25999,1C6RR6LM4GS201470,2016,,,
Ford,38307,Fusion,13999,3FA6P0T96GR221344,2016,,,
Chevrolet,42478,Cruze,12800,1G1BC5SM4G7249392,2016,Automatic (S6),30.0,1.4
Chevrolet,42478,Cruze,12800,1G1BC5SM4G7249392,2016,Manual 6-spd,28.0,1.4
Nissan,28205,Maxima,19999,1N4AA6AP1HC427638,2017,Automatic (AV-S7),21.0,3.5
Lincoln,19071,MKC,18999,5LMTJ2AH4FUJ22851,2015,,,
Chrysler,43249,300,20300,2C3CCABGXHH663267,2017,Automatic 8-spd,19.0,3.6
Chrysler,43249,300,20300,2C3CCABGXHH663267,2017,Automatic 8-spd,16.0,5.7
Chrysler,43249,300,20300,2C3CCABGXHH663267,2017,Automatic 8-spd,19.0,3.6
Mercedes-Benz,29143,CLA,20999,WDDSJ4EB1GN331972,2016,,,
Dodge,16476,Journey,16300,3C4PDCAB7HT698948,2017,Automatic 4-spd,19.0,2.4
Dodge,16476,Journey,16300,3C4PDCAB7HT698948,2017,Automatic 6-spd,17.0,3.6
Nissan,7802,NV200,18880,3N6CM0KNXHK707053,2017,,,
BMW,20615,7 Series,48000,WBA7E2C53GG547636,2016,,,
Chevrolet,45270,Silverado 1500,27515,3GCPCREC4FG147942,2015,,,
Honda,6248,Accord,23300,1HGCR2F59HA077183,2017,Manual 6-spd,18.0,3.5
Honda,6248,Accord,23300,1HGCR2F59HA077183,2017,Automatic 6-spd,21.0,3.5
Honda,6248,Accord,23300,1HGCR2F59HA077183,2017,Automatic (S6),21.0,3.5
Honda,6248,Accord,23300,1HGCR2F59HA077183,2017,Manual 6-spd,23.0,2.4
Honda,6248,Accord,23300,1HGCR2F59HA077183,2017,Automatic (variable gear ratios),27.0,2.4
Honda,6248,Accord,23300,1HGCR2F59HA077183,2017,Automatic (AV-S7),26.0,2.4
Jeep,7131,Renegade,17500,ZACCJAAT5GPD43609,2016,,,
Ford,29938,Escape,14800,1FMCU0F77FUC12817,2015,,,
Nissan,14961,Armada,45080,JN8AY2NF3J9330013,2018,,,
Hyundai,45344,Accent,11200,KMHCT5AE0HU316901,2017,Automatic (S6),26.0,1.6
Hyundai,45344,Accent,11200,KMHCT5AE0HU316901,2017,Manual 6-spd,27.0,1.6
Jeep,6440,Wrangler Unlimited,34480,1C4BJWEG2GL278843,2016,,,
Hyundai,26083,Sonata,14900,5NPE24AF6GH380727,2016,Automatic (S6),22.0,2.0
Hyundai,26083,Sonata,14900,5NPE24AF6GH380727,2016,Automatic (S6),25.0,2.4
Hyundai,26083,Sonata,14900,5NPE24AF6GH380727,2016,Automatic (AM7),28.0,1.6
Ford,22844,Escape,14999,1FMCU0GD2HUA52711,2017,,,
Lexus,27455,NX 200t,27300,JTJBARBZ2F2043982,2015,Automatic (S6),22.0,2.0
Mazda,15370,MX-5 Miata,20499,JM1NDAD79G0103628,2016,,,
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Automatic (AM-S6),24.0,2.0
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Manual 6-spd,23.0,2.0
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Manual 6-spd,30.0,2.0
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Automatic (AM-S6),31.0,2.0
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Manual 5-spd,25.0,2.0
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Manual 5-spd,25.0,1.8
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Automatic (S6),25.0,1.8
Volkswagen,48635,Jetta,12500,3VWLA7AJXFM209078,2015,Automatic (S6),22.0,2.0
Lincoln,21472,MKZ,17999,3LN6L2G98GR603320,2016,,,
Nissan,45462,Altima,15200,1N4AL3AP1HC188875,2017,Automatic (variable gear ratios),27.0,2.5
Nissan,45462,Altima,15200,1N4AL3AP1HC188875,2017,Automatic (AV-S7),22.0,3.5
Dodge,47799,Grand Caravan,16200,2C4RDGEG4HR728335,2017,Automatic 6-spd,17.0,3.6
Dodge,47799,Grand Caravan,16200,2C4RDGEG4HR728335,2017,Automatic 6-spd,17.0,3.6
Ford,27865,Fusion Energi,17100,3FA6P0SU6FR281726,2015,,,
Nissan,43800,Rogue,15800,5N1AT2MT2HC858815,2017,,,
Toyota,30815,RAV4,16999,2T3WFREV1FW200391,2015,Automatic (S6),23.0,2.5
Dodge,41014,Journey,15730,3C4PDCGG0HT536162,2017,Automatic 4-spd,19.0,2.4
Dodge,41014,Journey,15730,3C4PDCGG0HT536162,2017,Automatic 6-spd,17.0,3.6
Chevrolet,61635,Volt,13800,1G1RB6E40FU134372,2015,Automatic (variable gear ratios),35.0,1.4
Lexus,29200,LX 570,69780,JTJHY7AXXG4193578,2016,Automatic (S8),13.0,5.7
Kia,10961,Soul,13895,KNDJN2A20F7778316,2015,Automatic (S6),24.0,1.6
Kia,10961,Soul,13895,KNDJN2A20F7778316,2015,Manual 6-spd,24.0,1.6
Kia,10961,Soul,13895,KNDJN2A20F7778316,2015,Automatic (S6),23.0,2.0
Hyundai,31621,Veloster,14800,KMHTC6AD3GU258472,2016,Automatic (AM6),28.0,1.6
Hyundai,31621,Veloster,14800,KMHTC6AD3GU258472,2016,Manual 6-spd,27.0,1.6
Hyundai,31621,Veloster,14800,KMHTC6AD3GU258472,2016,Automatic (AM6),26.0,1.6
Hyundai,31621,Veloster,14800,KMHTC6AD3GU258472,2016,Manual 6-spd,25.0,1.6
Nissan,5281,Rogue Sport,23600,JN1BJ1CP8HW023915,2017,,,
Dodge,48824,Grand Caravan,15900,2C4RDGCG2HR709835,2017,Automatic 6-spd,17.0,3.6
Dodge,48824,Grand Caravan,15900,2C4RDGCG2HR709835,2017,Automatic 6-spd,17.0,3.6
Volkswagen,33836,Eos,17200,WVWBW8AH6DV002029,2013,Automatic (AM-S6),22.0,2.0
Mazda,42587,Mazda6,14595,JM1GJ1U57F1223808,2015,,,
Land Rover,16184,Discovery Sport,28999,SALCP2RX2JH744005,2018,Automatic (S9),21.0,2.0
Jeep,49798,Grand Cherokee,22300,1C4RJEBG4FC741920,2015,,,
Volkswagen,29685,Jetta,16100,3VWL17AJ3GM217816,2016,Automatic (S6),25.0,1.8
Volkswagen,29685,Jetta,16100,3VWL17AJ3GM217816,2016,Automatic (AM-S6),24.0,2.0
Volkswagen,29685,Jetta,16100,3VWL17AJ3GM217816,2016,Manual 6-spd,23.0,2.0
Volkswagen,29685,Jetta,16100,3VWL17AJ3GM217816,2016,Manual 5-spd,25.0,1.8
Volkswagen,29685,Jetta,16100,3VWL17AJ3GM217816,2016,Automatic (S6),28.0,1.4
Volkswagen,29685,Jetta,16100,3VWL17AJ3GM217816,2016,Manual 5-spd,28.0,1.4
Infiniti,33182,QX80,38399,JN8AZ2NFXH9643499,2017,,,
Toyota,24970,Camry,16300,4T4BF1FK1GR532836,2016,Automatic (S6),25.0,2.5
Toyota,24970,Camry,16300,4T4BF1FK1GR532836,2016,Automatic (S6),21.0,3.5
Audi,30527,A4,21300,WAUEFAFLXEN022803,2014,Automatic (AV-S8),23.0,2.0
Jeep,31621,Patriot,17200,1C4NJRFB7GD532252,2016,,,
Chevrolet,19566,Equinox,17500,2GNALCEK9H6236597,2017,,,
Land Rover,15936,Discovery Sport,29899,SALCP2RX4JH725763,2018,Automatic (S9),21.0,2.0
Nissan,21042,Rogue,19930,KNMAT2MV7GP692899,2016,,,
Jeep,31556,Compass,12999,1C4NJCEA9HD213152,2017,,,
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Automatic (S6),18.0,3.6
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Manual 6-spd,16.0,6.2
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Automatic (S6),15.0,6.2
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Automatic 6-spd,19.0,3.6
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Manual 6-spd,17.0,3.6
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Manual 6-spd,14.0,6.2
Chevrolet,57531,Camaro,20700,2G1FK1EJ2C9192973,2012,Automatic (S6),12.0,6.2
Nissan,31082,Pathfinder,19700,5N1AR2MN4FC697042,2015,,,
Honda,41758,Civic,15200,19XFB2F81FE006600,2015,Automatic (variable gear ratios),29.0,1.8
Honda,41758,Civic,15200,19XFB2F81FE006600,2015,Automatic (AV-S7),29.0,1.8
Honda,41758,Civic,15200,19XFB2F81FE006600,2015,Manual 5-spd,28.0,1.8
Honda,41758,Civic,15200,19XFB2F81FE006600,2015,Manual 6-spd,22.0,2.4
Nissan,31648,Rogue,16600,KNMAT2MV6GP659084,2016,,,
Volkswagen,32850,Jetta,12505,3VW2B7AJ0HM379154,2017,Automatic (S6),28.0,1.4
Volkswagen,32850,Jetta,12505,3VW2B7AJ0HM379154,2017,Manual 5-spd,28.0,1.4
Volkswagen,32850,Jetta,12505,3VW2B7AJ0HM379154,2017,Automatic (AM-S6),24.0,2.0
Volkswagen,32850,Jetta,12505,3VW2B7AJ0HM379154,2017,Manual 6-spd,23.0,2.0
Volkswagen,32850,Jetta,12505,3VW2B7AJ0HM379154,2017,Automatic (S6),25.0,1.8
Chevrolet,44712,Impala,16600,2G1105S30H9158843,2017,Automatic (S6),22.0,2.5
Chevrolet,44712,Impala,16600,2G1105S30H9158843,2017,Automatic (S6),18.0,3.6
Chevrolet,44712,Impala,16600,2G1105S30H9158843,2017,Automatic (S6),19.0,3.6
Nissan,20810,Rogue,18499,5N1AT2MV2GC767821,2016,,,
Lexus,28737,NX 200t,29280,JTJYARBZ4G2027925,2016,Automatic (S6),22.0,2.0
Jeep,36422,Wrangler Unlimited,26499,1C4BJWDG6GL128137,2016,,,
Lincoln,47071,MKZ Hybrid,19100,3LN6L2LU4GR611196,2016,,,
Mitsubishi,48548,Mirage,9600,ML32A3HJ5HH018823,2017,Manual 5-spd,33.0,1.2
Mitsubishi,48548,Mirage,9600,ML32A3HJ5HH018823,2017,Automatic (variable gear ratios),37.0,1.2
Hyundai,28978,Elantra,14600,KMHDH4AH3GU522755,2016,Automatic (S6),28.0,1.8
Hyundai,28978,Elantra,14600,KMHDH4AH3GU522755,2016,Manual 6-spd,27.0,1.8
Hyundai,28978,Elantra,14600,KMHDH4AH3GU522755,2016,Automatic (S6),24.0,2.0
Hyundai,28978,Elantra,14600,KMHDH4AH3GU522755,2016,Manual 6-spd,24.0,2.0
Toyota,13502,Corolla,15700,2T1BURHE8JC085792,2018,Automatic (variable gear ratios),28.0,1.8
Toyota,13502,Corolla,15700,2T1BURHE8JC085792,2018,Automatic (AV-S7),28.0,1.8
Toyota,13502,Corolla,15700,2T1BURHE8JC085792,2018,Manual 6-spd,27.0,1.8
Hyundai,26501,Sonata,18500,5NPE34AF9GH308904,2016,Automatic (S6),22.0,2.0
Hyundai,26501,Sonata,18500,5NPE34AF9GH308904,2016,Automatic (S6),25.0,2.4
Hyundai,26501,Sonata,18500,5NPE34AF9GH308904,2016,Automatic (AM7),28.0,1.6
Buick,26584,Enclave,30900,5GAKRCKD1GJ235206,2016,,,
Ford,6619,Escape,17700,1FMCU0F72HUE85778,2017,,,
Dodge,64199,Charger,14400,2C3CDXBG9EH255029,2014,Automatic 5-spd,18.0,3.6
Dodge,64199,Charger,14400,2C3CDXBG9EH255029,2014,Automatic 5-spd,18.0,3.6
