make,mileage,model,price,vin,Year,Transmission,mpg,Displacement
Lexus,44190,RX 350,25998,2T2BK1BA9FC342572,2015,Automatic (S6),18.0,3.5
Acura,26888,MDX,30998,5FRYD4H44GB033681,2016,,,
Toyota,19865,Highlander,29998,5TDJKRFH4GS345488,2016,,,
Acura,24969,ILX,18998,19UDE2F71GA017012,2016,Automatic (AM8),25.0,2.4
Toyota,61660,Camry,13998,4T1BF1FK3EU388276,2014,Automatic (S6),25.0,2.5
Toyota,61660,Camry,13998,4T1BF1FK3EU388276,2014,Automatic (S6),21.0,3.5
Hyundai,52771,Accent,10998,KMHCT5AE3FU213355,2015,Automatic (S6),26.0,1.6
Hyundai,52771,Accent,10998,KMHCT5AE3FU213355,2015,Manual 6-spd,27.0,1.6
Mazda,71846,Mazda6,10599,1YVHZ8BH8C5M17779,2012,,,
Subaru,95311,Outback,14998,4S4BRBGC3C3291084,2012,,,
Land Rover,45815,Discovery Sport,33998,SALCT2BG8GH599440,2016,Automatic (S9),20.0,2.0
Mercedes-Benz,61854,C-Class,16998,WDDGF8BB4CR227322,2012,,,
Honda,18407,CR-V,20998,5J6RM4H42GL076395,2016,,,
Ram,93811,Pickup 1500,22599,1C6RR7LT5ES193437,2014,,,
Jeep,61515,Cherokee,15998,1C4PJMCB1GW310889,2016,,,
Audi,32016,Q5,26998,WA1CFAFP1FA119548,2015,Automatic (S8),23.0,3.0
Audi,32016,Q5,26998,WA1CFAFP1FA119548,2015,Automatic (S8),20.0,2.0
Audi,32016,Q5,26998,WA1CFAFP1FA119548,2015,Automatic (S8),18.0,3.0
Ford,18607,Escape,20998,1FMCU9J90GUB42818,2016,,,
Honda,33454,CR-V,18599,2HKRM4H35FH615110,2015,,,
Chevrolet,48223,Impala,16998,2G1105SA6H9126719,2017,Automatic (S6),22.0,2.5
Chevrolet,48223,Impala,16998,2G1105SA6H9126719,2017,Automatic (S6),18.0,3.6
Chevrolet,48223,Impala,16998,2G1105SA6H9126719,2017,Automatic (S6),19.0,3.6
Toyota,44589,4Runner,32998,JTEBU5JR2F5255926,2015,,,
Buick,10855,Regal,20998,2G4GT5GX2G9138558,2016,Automatic (S6),21.0,2.0
Buick,10855,Regal,20998,2G4GT5GX2G9138558,2016,Manual 6-spd,20.0,2.0
Buick,10855,Regal,20998,2G4GT5GX2G9138558,2016,Automatic (S6),19.0,2.4
Chevrolet,101812,Tahoe,17998,1GNUCBE06AR138109,2010,,,
Jeep,43218,Cherokee,25998,1C4PJMBS8GW121383,2016,,,
Audi,58925,A6,31998,WAUHGAFC4GN004942,2016,Automatic (AM-S7),24.0,2.0
Nissan,24076,Murano,20998,5N1AZ2MH9FN235848,2015,,,
Toyota,5051,Corolla,15998,2T1BURHE2GC724354,2016,Automatic 4-spd,27.0,1.8
Toyota,5051,Corolla,15998,2T1BURHE2GC724354,2016,Automatic (AV-S7),28.0,1.8
Toyota,5051,Corolla,15998,2T1BURHE2GC724354,2016,Automatic (variable gear ratios),29.0,1.8
Toyota,5051,Corolla,15998,2T1BURHE2GC724354,2016,Manual 6-spd,28.0,1.8
Mitsubishi,28165,Outlander Sport,14998,4A4AR3AW0FE051775,2015,,,
Toyota,38682,Tacoma,33998,3TMGZ5AN9GM029547,2016,,,
Chevrolet,34556,Silverado 1500,27998,1GCVKREH5FZ422899,2015,,,
Honda,42042,Civic,14998,19XFB2F83FE097711,2015,Automatic (variable gear ratios),29.0,1.8
Honda,42042,Civic,14998,19XFB2F83FE097711,2015,Automatic (AV-S7),29.0,1.8
Honda,42042,Civic,14998,19XFB2F83FE097711,2015,Manual 5-spd,28.0,1.8
Honda,42042,Civic,14998,19XFB2F83FE097711,2015,Manual 6-spd,22.0,2.4
Ford,27220,Fusion,14998,3FA6P0H71GR294841,2016,,,
Volkswagen,30111,Tiguan,16599,WVGBV3AX4EW543441,2014,Automatic (S6),21.0,2.0
Volkswagen,30111,Tiguan,16599,WVGBV3AX4EW543441,2014,Manual 6-spd,18.0,2.0
Lexus,32981,IS 250,22998,JTHBF1D2XF5064548,2015,Automatic (S6),21.0,2.5
Nissan,34981,Sentra,14599,3N1AB7AP7FY350536,2015,Manual 6-spd,27.0,1.8
Nissan,34981,Sentra,14599,3N1AB7AP7FY350536,2015,Automatic (variable gear ratios),29.0,1.8
Toyota,62637,Sienna,19599,5TDYK3DC8ES494213,2014,,,
Ford,45129,Edge,23998,2FMPK4K91HBB91008,2017,,,
Lincoln,20856,MKZ,21998,3LN6L2J95GR628586,2016,,,
Chevrolet,12527,Malibu,13998,1G11B5SL9EF187853,2014,Automatic (S6),21.0,2.0
Chevrolet,12527,Malibu,13998,1G11B5SL9EF187853,2014,Automatic (S6),25.0,2.5
Chevrolet,62208,Cruze,10998,1G1PD5SBXD7208360,2013,Manual 6-spd,26.0,1.4
Chevrolet,62208,Cruze,10998,1G1PD5SBXD7208360,2013,Automatic (S6),26.0,1.4
Chevrolet,62208,Cruze,10998,1G1PD5SBXD7208360,2013,Manual 6-spd,25.0,1.8
Chevrolet,62208,Cruze,10998,1G1PD5SBXD7208360,2013,Automatic (S6),22.0,1.8
FIAT,22947,500,11998,3C3CFFBR3FT503855,2015,Automatic 6-spd,27.0,1.4
FIAT,22947,500,11998,3C3CFFBR3FT503855,2015,Automatic 6-spd,24.0,1.4
FIAT,22947,500,11998,3C3CFFBR3FT503855,2015,Manual 5-spd,30.0,1.4
FIAT,22947,500,11998,3C3CFFBR3FT503855,2015,Manual 5-spd,28.0,1.4
MINI,14940,Countryman,25998,WMWZC5C59GWU20864,2016,,,
Ford,35574,Explorer,30998,1FM5K8GT8GGB85037,2016,,,
Toyota,27659,RAV4,19998,JTMRFREV6FD161596,2015,Automatic (S6),23.0,2.5
Ford,28377,Escape,19998,1FMCU9JX8GUB27997,2016,,,
Kia,15897,Sorento,20998,5XYPGDA34GG089084,2016,,,
Kia,5697,Cadenza,28998,KNALC4J19H5089758,2017,Automatic (S8),20.0,3.3
Honda,34591,Accord,17998,1HGCR2F88DA188084,2013,Automatic (AV-S7),26.0,2.4
Honda,34591,Accord,17998,1HGCR2F88DA188084,2013,Manual 6-spd,24.0,2.4
Honda,34591,Accord,17998,1HGCR2F88DA188084,2013,Automatic 6-spd,21.0,3.5
Honda,34591,Accord,17998,1HGCR2F88DA188084,2013,Automatic (S6),21.0,3.5
Honda,34591,Accord,17998,1HGCR2F88DA188084,2013,Manual 6-spd,18.0,3.5
Honda,34591,Accord,17998,1HGCR2F88DA188084,2013,Automatic (variable gear ratios),26.0,2.4
Jeep,47259,Patriot,15998,1C4NJRBB9FD312373,2015,,,
Toyota,70433,RAV4,18599,2T3DFREV7EW126299,2014,Automatic (S6),23.0,2.5
Chevrolet,36392,Equinox,16998,2GNALAEK5F6385882,2015,,,
Nissan,29335,Rogue,17599,KNMAT2MV1GP601514,2016,,,
Ford,40001,Escape,19599,1FMCU9JXXGUA63588,2016,,,
Honda,7682,Accord,25998,1HGCV1F35JA051268,2018,Manual 6-spd,26.0,1.5
Honda,7682,Accord,25998,1HGCV1F35JA051268,2018,Automatic (variable gear ratios),30.0,1.5
Honda,7682,Accord,25998,1HGCV1F35JA051268,2018,Automatic (AV-S7),29.0,1.5
Honda,7682,Accord,25998,1HGCV1F35JA051268,2018,Manual 6-spd,22.0,2.0
Honda,7682,Accord,25998,1HGCV1F35JA051268,2018,Automatic (S10),23.0,2.0
Ford,31849,Mustang,26998,1FA6P8CF0G5289663,2016,Manual 6-spd,22.0,2.3
Ford,31849,Mustang,26998,1FA6P8CF0G5289663,2016,Automatic (S6),21.0,2.3
Ford,31849,Mustang,26998,1FA6P8CF0G5289663,2016,Manual 6-spd,17.0,3.7
Ford,31849,Mustang,26998,1FA6P8CF0G5289663,2016,Automatic (S6),19.0,3.7
Ford,31849,Mustang,26998,1FA6P8CF0G5289663,2016,Automatic (S6),16.0,5.0
Ford,31849,Mustang,26998,1FA6P8CF0G5289663,2016,Manual 6-spd,15.0,5.0
Lexus,59421,ES 350,20998,JTHBK1GG7E2123008,2014,Automatic (S6),21.0,3.5
Honda,42401,Crosstour,22998,5J6TF2H52FL003264,2015,,,
Chevrolet,25265,Traverse,23599,1GNKRGKDXHJ132669,2017,,,
Buick,36188,Enclave,21998,5GAKRAKD6FJ167584,2015,,,
Cadillac,31213,SRX,21998,3GYFNAE38FS617386,2015,Automatic (S6),17.0,3.6
Ford,33105,Escape,16998,1FMCU9GX5GUB78560,2016,,,
Chevrolet,28116,Impala,23998,1G1145S3XGU123460,2016,Automatic (S6),19.0,3.6
Chevrolet,28116,Impala,23998,1G1145S3XGU123460,2016,Automatic (S6),18.0,3.6
Chevrolet,28116,Impala,23998,1G1145S3XGU123460,2016,Automatic (S6),22.0,2.5
Chevrolet,35979,Silverado 1500,25998,1GCVKREHXGZ205429,2016,,,
Ford,23547,Escape,15998,1FMCU0G76GUA93478,2016,,,
Lincoln,34992,MKZ,19998,3LN6L2J92GR614662,2016,,,
Chrysler,29644,300,18998,2C3CCAAGXFH780569,2015,Automatic 8-spd,19.0,3.6
Chrysler,29644,300,18998,2C3CCAAGXFH780569,2015,Automatic 8-spd,16.0,5.7
Chrysler,29644,300,18998,2C3CCAAGXFH780569,2015,Automatic 8-spd,19.0,3.6
Toyota,108487,Highlander,13998,5TDBK3EH1AS040640,2010,,,
Nissan,37227,Rogue,22998,5N1AT2MV5GC784094,2016,,,
Nissan,49865,Sentra,11998,3N1AB7AP9EY220546,2014,Manual 6-spd,27.0,1.8
Nissan,49865,Sentra,11998,3N1AB7AP9EY220546,2014,Automatic (variable gear ratios),30.0,1.8
Nissan,49865,Sentra,11998,3N1AB7AP9EY220546,2014,Automatic (variable gear ratios),29.0,1.8
Ford,79889,Focus,11599,1FAHP3N21CL144868,2012,,,
MINI,42509,Cooper,14998,WMWXM5C58F3B34799,2015,,,
GMC,11703,Acadia,26998,1GKKNLLA3JZ213073,2018,,,
Nissan,32648,Murano,19998,5N1AZ2MH2FN275544,2015,,,
Honda,47634,Civic,12998,19XFB2F53EE025718,2014,Automatic (variable gear ratios),29.0,1.8
Honda,47634,Civic,12998,19XFB2F53EE025718,2014,Manual 6-spd,22.0,2.4
Honda,47634,Civic,12998,19XFB2F53EE025718,2014,Automatic (AV-S7),29.0,1.8
Honda,47634,Civic,12998,19XFB2F53EE025718,2014,Manual 5-spd,28.0,1.8
Nissan,89267,Pathfinder,19998,5N1AR2MM8EC626741,2014,,,
Ford,42718,Mustang,22998,1ZVBP8FF1E5219149,2014,Manual 6-spd,19.0,3.7
Ford,42718,Mustang,22998,1ZVBP8FF1E5219149,2014,Automatic 6-spd,19.0,3.7
Ford,42718,Mustang,22998,1ZVBP8FF1E5219149,2014,Manual 6-spd,15.0,5.8
Ford,42718,Mustang,22998,1ZVBP8FF1E5219149,2014,Automatic 6-spd,18.0,5.0
Ford,42718,Mustang,22998,1ZVBP8FF1E5219149,2014,Manual 6-spd,16.0,5.0
Nissan,52505,Murano,18998,5N1AZ2MG0HN119660,2017,,,
Toyota,11012,Camry,17998,4T1BF1FKXGU134454,2016,Automatic (S6),25.0,2.5
Toyota,11012,Camry,17998,4T1BF1FKXGU134454,2016,Automatic (S6),21.0,3.5
Volkswagen,56124,Beetle,10998,3VWJP7AT4CM634220,2012,Automatic (S6),22.0,2.0
Volkswagen,56124,Beetle,10998,3VWJP7AT4CM634220,2012,Automatic (S6),22.0,2.5
Volkswagen,56124,Beetle,10998,3VWJP7AT4CM634220,2012,Manual 6-spd,21.0,2.0
Volkswagen,56124,Beetle,10998,3VWJP7AT4CM634220,2012,Manual 5-spd,22.0,2.5
Ram,57402,Pickup 1500,33998,1C6RR7PT9GS157912,2016,,,
Mitsubishi,28902,Outlander,20599,JA4JZ4AX3FZ004314,2015,,,
Jeep,13140,Cherokee,22599,1C4PJMCS6GW142277,2016,,,
Lincoln,44668,MKZ,18998,3LN6L2J92GR608859,2016,,,
Ram,16715,Pickup 1500,28998,1C6RR7LG0HS530149,2017,,,
GMC,38714,Acadia,23599,1GKKVPKDXFJ268855,2015,,,
Kia,32291,Sorento,16599,5XYKTDA60FG652467,2015,,,
Nissan,39011,Altima,16998,1N4AL3APXFC276143,2015,Automatic (variable gear ratios),27.0,2.5
Nissan,39011,Altima,16998,1N4AL3APXFC276143,2015,Automatic (AV-S7),22.0,3.5
Acura,27319,TLX,20998,19UUB1F57FA007584,2015,Automatic (AM8),24.0,2.4
Acura,27319,TLX,20998,19UUB1F57FA007584,2015,Automatic (S9),21.0,3.5
Volkswagen,40200,Golf GTI,16998,WVWHD7AJXEW004925,2014,,,
Volvo,81494,C70,13998,YV1672MC3CJ126108,2012,,,
Chevrolet,11626,Equinox,17998,2GNALBEK8H1514736,2017,,,
Nissan,85818,Frontier,20998,1N6AD0EV6CC435747,2012,,,
Chrysler,42050,200,13998,1C3CCCABXFN528585,2015,Automatic 9-spd,23.0,2.4
Chrysler,42050,200,13998,1C3CCCABXFN528585,2015,Automatic 9-spd,19.0,3.6
Chrysler,42050,200,13998,1C3CCCABXFN528585,2015,Automatic 9-spd,23.0,2.4
Chrysler,42050,200,13998,1C3CCCABXFN528585,2015,Automatic 9-spd,19.0,3.6
Jeep,68408,Wrangler,17998,1J4FA24168L516163,2008,,,
Nissan,33834,Altima,14998,1N4AL3AP9FC580838,2015,Automatic (variable gear ratios),27.0,2.5
Nissan,33834,Altima,14998,1N4AL3AP9FC580838,2015,Automatic (AV-S7),22.0,3.5
Toyota,98604,Corolla,9998,2T1BU4EE3BC550021,2011,Automatic 4-spd,26.0,1.8
Toyota,98604,Corolla,9998,2T1BU4EE3BC550021,2011,Manual 5-spd,27.0,1.8
Toyota,98604,Corolla,9998,2T1BU4EE3BC550021,2011,Manual 5-spd,21.0,2.4
Toyota,98604,Corolla,9998,2T1BU4EE3BC550021,2011,Automatic (S5),22.0,2.4
Chevrolet,38085,Malibu,13599,1G11D5SR3DF352132,2013,Automatic (S6),22.0,2.5
Chevrolet,38085,Malibu,13599,1G11D5SR3DF352132,2013,Automatic (S6),21.0,2.0
Ford,29743,Fusion,14998,3FA6P0H71GR277201,2016,,,
Scion,108190,tC,7998,JTKDE3B72A0311891,2010,Automatic 4-spd,21.0,2.4
Scion,108190,tC,7998,JTKDE3B72A0311891,2010,Manual 5-spd,20.0,2.4
Hyundai,65894,Sonata,10998,5NPEB4AC9BH242016,2011,Manual 6-spd,24.0,2.4
Hyundai,65894,Sonata,10998,5NPEB4AC9BH242016,2011,Automatic 6-spd,22.0,2.4
Hyundai,65894,Sonata,10998,5NPEB4AC9BH242016,2011,Automatic 6-spd,22.0,2.0
BMW,56935,X5,28998,5UXZV8C51D0C15943,2013,,,
Buick,37200,Verano,14998,1G4PP5SK7F4190656,2015,Manual 6-spd,20.0,2.0
Buick,37200,Verano,14998,1G4PP5SK7F4190656,2015,Automatic (S6),21.0,2.0
Buick,37200,Verano,14998,1G4PP5SK7F4190656,2015,Automatic (S6),21.0,2.4
Chevrolet,35968,Equinox,17599,2GNALCEK2G6234916,2016,,,
Chevrolet,34958,Spark,9998,KL8CA6S97DC509072,2013,Manual 5-spd,31.0,1.2
Chevrolet,34958,Spark,9998,KL8CA6S97DC509072,2013,Automatic 4-spd,28.0,1.2
Honda,23100,Civic,14998,19XFB2F50FE101736,2015,Automatic (variable gear ratios),29.0,1.8
Honda,23100,Civic,14998,19XFB2F50FE101736,2015,Automatic (AV-S7),29.0,1.8
Honda,23100,Civic,14998,19XFB2F50FE101736,2015,Manual 5-spd,28.0,1.8
Honda,23100,Civic,14998,19XFB2F50FE101736,2015,Manual 6-spd,22.0,2.4
Ford,27039,F-150,37998,1FTFW1ET6EKE68912,2014,,,
GMC,124576,Sierra 1500,22998,3GTU2UEC9FG122513,2015,,,
Nissan,42313,Murano,20998,5N1AZ2MH4FN283497,2015,,,
Infiniti,38199,QX60,29998,5N1AL0MM2FC522656,2015,,,
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Automatic (S6),15.0,6.2
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Automatic 6-spd,19.0,3.6
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Manual 6-spd,17.0,3.6
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Automatic (S6),18.0,3.6
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Manual 6-spd,16.0,6.2
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Manual 6-spd,14.0,6.2
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Automatic (S6),12.0,6.2
Chevrolet,17838,Camaro,24998,2G1FK1EJ8E9232329,2014,Manual 6-spd,13.0,7.0
Toyota,77312,Corolla,10599,2T1BU4EE0AC250919,2010,Automatic 4-spd,26.0,1.8
Toyota,77312,Corolla,10599,2T1BU4EE0AC250919,2010,Manual 5-spd,26.0,1.8
Toyota,77312,Corolla,10599,2T1BU4EE0AC250919,2010,Manual 5-spd,22.0,2.4
Toyota,77312,Corolla,10599,2T1BU4EE0AC250919,2010,Automatic (S5),22.0,2.4
Buick,42011,Encore,15998,KL4CJASB8EB737256,2014,Automatic (S6),25.0,1.4
Kia,32860,Sorento,16998,5XYKTCA60FG627465,2015,,,
Lincoln,26635,MKX,26998,2LMTJ6KR9GBL39664,2016,,,
Toyota,114715,Highlander,19998,5TDDK3EH8DS201580,2013,,,
Toyota,23505,Highlander,27998,5TDJKRFH7FS205367,2015,,,
Honda,20307,Accord,18998,1HGCR2F52FA223288,2015,Manual 6-spd,18.0,3.5
Honda,20307,Accord,18998,1HGCR2F52FA223288,2015,Automatic 6-spd,21.0,3.5
Honda,20307,Accord,18998,1HGCR2F52FA223288,2015,Automatic (S6),21.0,3.5
Honda,20307,Accord,18998,1HGCR2F52FA223288,2015,Manual 6-spd,23.0,2.4
Honda,20307,Accord,18998,1HGCR2F52FA223288,2015,Automatic (variable gear ratios),27.0,2.4
Honda,20307,Accord,18998,1HGCR2F52FA223288,2015,Automatic (AV-S7),26.0,2.4
Nissan,21146,Rogue,17599,KNMAT2MV8GP606001,2016,,,
Toyota,31533,RAV4,18998,JTMBFREV2FD121971,2015,Automatic (S6),23.0,2.5
Jeep,76607,Cherokee,14998,1C4PJLCB4EW132970,2014,,,
Ford,32087,Escape,14998,1FMCU0G71GUB55255,2016,,,
Jeep,22856,Cherokee,21998,1C4PJMDB4FW757780,2015,,,
Acura,31714,RDX,23998,5J8TB4H39FL019121,2015,,,
Jeep,8404,Wrangler Unlimited,33998,1C4BJWEG1JL936580,2018,,,
Toyota,21056,Camry,19998,4T1BF1FK1GU548576,2016,Automatic (S6),25.0,2.5
Toyota,21056,Camry,19998,4T1BF1FK1GU548576,2016,Automatic (S6),21.0,3.5
Hyundai,122329,Santa Fe,9599,5NMSH73E39H230033,2009,,,
Jeep,28606,Grand Cherokee,26998,1C4RJFBG2FC899081,2015,,,
Ford,30778,Escape,17998,1FMCU9GX1GUA34391,2016,,,
Lincoln,35124,MKZ,20998,3LN6L2G91GR614921,2016,,,
MINI,47607,Cooper,12998,WMWXM5C50F3A97215,2015,,,
Ford,12605,Explorer,39998,1FM5K8HTXGGB25999,2016,,,
GMC,27057,Acadia,31998,1GKKVTKD7FJ173999,2015,,,
Jeep,111801,Patriot,8599,1J4FT28B09D205403,2009,,,
Mercedes-Benz,42931,CLA,21998,WDDSJ4EB6EN071081,2014,,,
Chevrolet,43153,Colorado,27998,1GCGTDE30G1243473,2016,,,
Hyundai,31546,Genesis Coupe,17998,KMHHT6KJ3FU129429,2015,Automatic (S8),16.0,3.8
Hyundai,31546,Genesis Coupe,17998,KMHHT6KJ3FU129429,2015,Manual 6-spd,16.0,3.8
Lincoln,23621,MKC,23998,5LMCJ3C93GUJ18321,2016,,,
Honda,26709,Civic,15998,19XFB4F28FE000056,2015,Automatic (variable gear ratios),29.0,1.8
Honda,26709,Civic,15998,19XFB4F28FE000056,2015,Automatic (AV-S7),29.0,1.8
Honda,26709,Civic,15998,19XFB4F28FE000056,2015,Manual 5-spd,28.0,1.8
Honda,26709,Civic,15998,19XFB4F28FE000056,2015,Manual 6-spd,22.0,2.4
Honda,22442,Accord,18599,1HGCT1B85FA013215,2015,Manual 6-spd,18.0,3.5
Honda,22442,Accord,18599,1HGCT1B85FA013215,2015,Automatic 6-spd,21.0,3.5
Honda,22442,Accord,18599,1HGCT1B85FA013215,2015,Automatic (S6),21.0,3.5
Honda,22442,Accord,18599,1HGCT1B85FA013215,2015,Manual 6-spd,23.0,2.4
Honda,22442,Accord,18599,1HGCT1B85FA013215,2015,Automatic (variable gear ratios),27.0,2.4
Honda,22442,Accord,18599,1HGCT1B85FA013215,2015,Automatic (AV-S7),26.0,2.4
GMC,37503,Acadia,28998,1GKKRTKD6GJ244910,2016,,,
Ford,78423,Edge,15998,2FMDK4KC9DBC55210,2013,,,
Ford,17798,F-150,31998,1FTEW1E54JFC30069,2018,,,
Kia,105493,Sorento,11998,5XYKTCA68CG205956,2012,,,
Chevrolet,15658,Cruze,15998,1G1BE5SM7G7257044,2016,Automatic (S6),30.0,1.4
Chevrolet,15658,Cruze,15998,1G1BE5SM7G7257044,2016,Manual 6-spd,28.0,1.4
Nissan,35561,Rogue,20998,KNMAT2MV2GP690347,2016,,,
Jeep,11901,Renegade,19998,ZACCJBBB8HPF49908,2017,,,
Kia,37795,Sorento,15998,5XYPG4A3XGG033442,2016,,,
Cadillac,37959,XTS,25998,2G61M5S36H9199458,2017,Automatic (S6),18.0,3.6
Toyota,16269,Camry,18998,4T1BF1FK0FU099468,2015,Automatic (S6),25.0,2.5
Toyota,16269,Camry,18998,4T1BF1FK0FU099468,2015,Automatic (S6),21.0,3.5
Lincoln,33242,MKZ,21599,3LN6L2J96GR616253,2016,,,
Mitsubishi,52260,Lancer Sportback,12599,JA32X8HW9DU014889,2013,Automatic (AV-S6),24.0,2.0
Mitsubishi,52260,Lancer Sportback,12599,JA32X8HW9DU014889,2013,Automatic (AV-S6),22.0,2.4
Nissan,31773,Altima,16998,1N4AL3AP3GC182915,2016,Automatic (variable gear ratios),27.0,2.5
Nissan,31773,Altima,16998,1N4AL3AP3GC182915,2016,Automatic (AV-S7),22.0,3.5
Chrysler,68680,300,19998,2C3CCAJT4DH690442,2013,Automatic 5-spd,16.0,5.7
Chrysler,68680,300,19998,2C3CCAJT4DH690442,2013,Automatic 8-spd,19.0,3.6
Chrysler,68680,300,19998,2C3CCAJT4DH690442,2013,Automatic 8-spd,19.0,3.6
Chevrolet,25594,Volt,20998,1G1RC6S50GU137929,2016,Automatic (variable gear ratios),43.0,1.5
Hyundai,83941,Sonata,10998,5NPEC4AB6BH316013,2011,Manual 6-spd,24.0,2.4
Hyundai,83941,Sonata,10998,5NPEC4AB6BH316013,2011,Automatic 6-spd,22.0,2.4
Hyundai,83941,Sonata,10998,5NPEC4AB6BH316013,2011,Automatic 6-spd,22.0,2.0
Toyota,51378,Tacoma,27998,5TFAZ5CN0GX004162,2016,,,
Nissan,38780,Pathfinder,18998,5N1AR2MM3FC632335,2015,,,
Honda,32736,Civic,21998,2HGFC1E53HH700874,2017,,,
Toyota,40901,RAV4,17998,JTMBFREV1FJ047282,2015,Automatic (S6),23.0,2.5
Toyota,30479,Corolla,13998,2T1BURHE6FC397410,2015,Automatic (variable gear ratios),29.0,1.8
Toyota,30479,Corolla,13998,2T1BURHE6FC397410,2015,Automatic 4-spd,27.0,1.8
Toyota,30479,Corolla,13998,2T1BURHE6FC397410,2015,Manual 6-spd,28.0,1.8
Toyota,30479,Corolla,13998,2T1BURHE6FC397410,2015,Automatic (AV-S7),28.0,1.8
Volkswagen,85922,Beetle,10998,3VWJP7AT9CM636870,2012,Automatic (S6),22.0,2.0
Volkswagen,85922,Beetle,10998,3VWJP7AT9CM636870,2012,Automatic (S6),22.0,2.5
Volkswagen,85922,Beetle,10998,3VWJP7AT9CM636870,2012,Manual 6-spd,21.0,2.0
Volkswagen,85922,Beetle,10998,3VWJP7AT9CM636870,2012,Manual 5-spd,22.0,2.5
Hyundai,25264,Ioniq Hybrid,20998,KMHC75LC1JU068602,2018,,,
Infiniti,39716,QX60,29998,5N1DL0MM6HC544305,2017,,,
Toyota,16514,Tacoma,22599,5TFTX4CN1FX068055,2015,,,
Hyundai,42752,Santa Fe Sport,17998,5NMZTDLB2HH022760,2017,,,
Jeep,10948,Compass,17998,1C4NJDEB1GD545065,2016,,,
Nissan,75946,Pathfinder,17998,5N1AR2MN1EC700218,2014,,,
Dodge,45935,Journey,15998,3C4PDDBG8HT592606,2017,Automatic 4-spd,19.0,2.4
Dodge,45935,Journey,15998,3C4PDDBG8HT592606,2017,Automatic 6-spd,17.0,3.6
Lincoln,33350,MKZ,21998,3LN6L2J99GR620927,2016,,,
Hyundai,34593,Azera,18998,KMHFH4JG7EA382949,2014,Automatic 6-spd,19.0,3.3
Chevrolet,18945,Cruze,12998,1G1PC5SB6F7214758,2015,Automatic (S6),26.0,1.4
Chevrolet,18945,Cruze,12998,1G1PC5SB6F7214758,2015,Manual 6-spd,26.0,1.4
Chevrolet,18945,Cruze,12998,1G1PC5SB6F7214758,2015,Automatic (S6),22.0,1.8
Chevrolet,18945,Cruze,12998,1G1PC5SB6F7214758,2015,Manual 6-spd,25.0,1.8
Chevrolet,18945,Cruze,12998,1G1PC5SB6F7214758,2015,Automatic (S6),27.0,2.0
Ford,16596,Edge,26998,2FMPK4K97JBB20580,2018,,,
Chevrolet,57719,Silverado 2500HD,36998,1GC1KWEG5FF652593,2015,,,
Nissan,26002,Altima,14998,1N4AL3AP0FN401297,2015,Automatic (variable gear ratios),27.0,2.5
Nissan,26002,Altima,14998,1N4AL3AP0FN401297,2015,Automatic (AV-S7),22.0,3.5
Chevrolet,14709,Equinox,17998,2GNALBEK2F6395260,2015,,,
Chrysler,20734,200 Convertible,17998,1C3BCBFG6EN162651,2014,Automatic 6-spd,18.0,2.4
Chrysler,20734,200 Convertible,17998,1C3BCBFG6EN162651,2014,Automatic 6-spd,19.0,3.6
Toyota,12929,Camry,20998,4T1B11HK8JU564101,2018,Automatic (S8),29.0,2.5
Toyota,12929,Camry,20998,4T1B11HK8JU564101,2018,Automatic (S8),22.0,3.5
Hyundai,5245,Sonata,18998,5NPE34AF6GH419264,2016,Automatic (S6),22.0,2.0
Hyundai,5245,Sonata,18998,5NPE34AF6GH419264,2016,Automatic (S6),25.0,2.4
Hyundai,5245,Sonata,18998,5NPE34AF6GH419264,2016,Automatic (AM7),28.0,1.6
Chrysler,23671,200,15998,1C3CCCBB1GN113753,2016,Automatic 9-spd,23.0,2.4
Chrysler,23671,200,15998,1C3CCCBB1GN113753,2016,Automatic 9-spd,23.0,2.4
Chrysler,23671,200,15998,1C3CCCBB1GN113753,2016,Automatic 9-spd,19.0,3.6
Ford,13440,EcoSport,21998,MAJ6P1CL7JC187292,2018,,,
Buick,4068,Encore,16599,KL4CJASB0FB246889,2015,Automatic (S6),25.0,1.4
Acura,75188,TL,13998,19UUA8F28BA008755,2011,,,
Ford,6313,Fusion,19998,3FA6P0T92GR192344,2016,,,
Hyundai,20198,Genesis,24998,KMHGN4JE2GU121323,2016,,,
Audi,52352,A6,22998,WAUGFAFC2EN046716,2014,Automatic (AV-S8),25.0,2.0
Nissan,24129,Murano,21998,5N1AZ2MH8FN282577,2015,,,
Ford,52600,Explorer,22998,1FM5K8F80FGB15351,2015,,,
Chrysler,81439,200,9998,1C3CCBBG0CN250408,2012,Automatic 4-spd,21.0,2.4
Chrysler,81439,200,9998,1C3CCBBG0CN250408,2012,Automatic 6-spd,20.0,2.4
Chrysler,81439,200,9998,1C3CCBBG0CN250408,2012,Automatic 6-spd,19.0,3.6
